,delivery_week_new,payment_method_new,custom_meal_selection_new,state_new,channel_new,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,engagement_cat_new,ever_rated_recipe_new,is_f_new,target
3371,3,0,1,0,3,10,3,0,0,0,0,1
3372,3,3,1,4,1,14,13,0,1,1,1,1
3373,3,0,0,1,11,22,2,0,1,1,0,0
3374,3,3,1,1,9,7,4,0,0,1,0,1
3375,3,0,0,4,8,18,14,0,1,0,0,1
3376,3,3,0,5,0,15,0,0,1,1,1,1
3377,3,0,1,4,0,8,7,0,0,0,1,1
3378,3,3,1,1,9,22,3,0,1,1,0,1
3379,3,3,2,2,11,7,5,0,0,0,0,1
3380,3,3,1,2,0,2,0,0,0,1,1,1
3381,3,3,1,1,8,20,16,0,1,0,0,0
3382,3,3,1,2,0,16,7,1,1,0,1,1
3383,3,0,1,4,8,1,0,0,0,0,0,1
3384,3,0,1,1,8,16,7,2,1,1,0,0
3385,3,0,0,0,3,2,1,0,0,0,0,1
3386,3,3,2,1,1,4,4,0,0,0,1,1
3387,3,3,1,0,1,2,1,0,0,0,1,0
3388,3,0,1,2,11,22,5,0,1,0,0,1
3389,3,3,0,1,1,23,0,0,1,0,1,1
3390,3,0,2,4,9,20,0,0,1,0,0,1
3391,3,3,0,0,0,13,10,0,1,1,1,1
3392,3,0,2,5,2,15,2,0,1,0,0,1
3393,3,3,0,0,0,4,0,0,0,0,1,1
3394,3,3,0,0,0,1,0,0,0,0,1,1
3395,3,3,1,2,11,20,0,0,1,1,0,1
3396,3,3,1,1,0,2,0,0,0,0,1,0
3397,3,1,1,1,0,18,2,1,1,0,1,1
3398,3,3,1,4,0,2,0,0,0,1,1,1
3399,3,3,1,1,7,10,1,0,0,0,0,1
3400,3,0,1,2,1,1,0,0,0,0,1,1
3401,3,0,0,2,0,6,4,0,0,0,1,1
3402,3,3,1,0,10,17,9,0,1,0,0,1
3403,3,3,1,4,0,16,9,0,1,1,1,1
3404,3,3,0,3,0,20,19,1,1,1,1,0
3405,3,0,0,1,0,6,3,1,0,1,1,1
3406,3,0,0,2,10,3,2,0,0,0,0,1
3407,3,3,0,1,0,7,3,0,0,0,1,1
3408,3,0,0,4,4,1,0,0,0,0,0,0
3409,3,3,1,1,4,2,0,0,0,0,0,0
3410,3,0,1,4,4,3,2,1,0,0,0,1
3411,3,3,1,0,1,14,13,1,1,0,1,1
3412,3,3,1,0,8,14,1,0,1,1,0,1
3413,3,3,1,2,3,2,0,0,0,0,0,1
3414,3,3,1,5,3,12,0,0,1,0,0,1
3415,3,3,0,0,4,23,4,0,1,0,0,1
3416,3,0,1,6,0,1,1,0,0,0,1,1
3417,3,0,1,5,0,11,1,0,0,0,1,1
3418,3,3,1,1,10,10,0,0,0,0,0,1
3419,3,3,1,6,10,19,2,0,1,1,0,1
3420,3,0,0,1,5,17,5,3,1,0,0,1
3421,3,3,1,6,0,10,10,0,0,1,1,1
3422,3,3,0,4,8,16,6,2,1,1,0,1
3423,3,1,0,1,2,4,2,0,0,0,0,1
3424,3,3,1,3,10,19,1,0,1,1,0,1
3425,3,3,0,1,4,6,0,0,0,1,0,0
3426,3,3,1,4,10,14,0,0,1,0,0,1
3427,3,0,1,4,0,1,0,0,0,0,1,1
3428,3,0,0,0,8,22,1,0,1,1,0,1
3429,3,3,1,0,1,20,19,1,1,1,1,1
3430,3,3,0,6,11,10,1,0,0,0,0,1
3431,3,3,0,0,0,1,0,0,0,0,1,1
3432,3,3,1,0,7,5,4,0,0,0,0,1
3433,3,3,1,4,1,20,1,0,1,1,1,1
3434,3,0,1,4,0,4,1,0,0,1,1,1
3435,3,3,1,5,1,15,3,0,1,1,1,1
3436,3,0,1,6,9,16,1,0,1,0,0,1
3437,3,3,2,4,0,8,0,0,0,1,1,1
3438,3,0,0,0,0,1,0,0,0,0,1,1
3439,3,3,0,0,10,11,1,1,0,0,0,1
3440,3,3,1,0,2,20,0,0,1,1,0,1
3441,3,0,0,4,8,7,3,0,0,1,0,1
3442,3,3,0,4,1,20,12,0,1,0,1,1
3443,3,3,0,2,8,8,7,2,0,1,0,1
3444,3,3,1,1,0,9,3,0,0,0,1,1
3445,3,3,1,1,3,8,1,1,0,0,0,1
3446,3,0,0,1,2,17,1,0,1,0,0,1
3447,3,0,0,4,7,14,8,1,1,0,0,1
3448,3,3,0,1,0,2,1,0,0,0,1,1
3449,3,3,1,1,3,14,6,0,1,0,0,1
3450,3,3,1,1,10,12,7,0,1,0,0,1
3451,3,3,1,1,0,9,1,0,0,1,1,1
3452,3,3,1,4,9,6,1,0,0,0,0,1
3453,3,3,0,2,9,1,0,0,0,0,0,1
3454,3,0,0,0,2,6,4,0,0,1,0,1
3455,3,0,0,6,10,21,7,1,1,1,0,0
3456,3,0,0,4,1,1,0,0,0,0,1,1
3457,3,1,1,2,9,23,5,2,1,0,0,0
3458,3,3,1,6,0,9,6,0,0,1,1,1
3459,3,3,1,4,0,7,6,0,0,1,1,1
3460,3,0,0,4,4,5,2,0,0,1,0,1
3461,3,0,0,1,0,20,13,0,1,1,1,1
3462,3,0,1,1,1,2,0,0,0,0,1,1
3463,3,1,1,4,1,6,2,0,0,1,1,1
3464,3,3,1,2,0,8,2,0,0,0,1,1
3465,3,3,0,4,10,16,9,0,1,0,0,1
3466,3,3,1,4,1,2,0,0,0,1,1,1
3467,3,0,0,6,8,20,2,2,1,1,0,1
3468,3,0,0,0,0,1,0,0,0,0,1,1
3469,3,3,0,2,9,6,3,1,0,0,0,1
3470,3,4,2,1,10,19,0,0,1,0,0,1
3471,3,1,0,4,4,1,0,0,0,0,0,1
3472,3,3,0,0,1,15,5,0,1,1,1,1
3473,3,3,0,4,0,19,2,0,1,0,1,1
3474,3,0,0,1,7,5,2,0,0,0,0,1
3475,3,1,1,1,4,15,1,0,1,1,0,1
3476,3,3,1,1,0,7,3,0,0,0,1,1
3477,3,3,0,4,6,2,0,0,0,0,0,1
3478,3,3,1,1,0,18,6,0,1,0,1,1
3479,3,0,0,5,0,4,0,0,0,1,1,1
3480,3,3,1,2,0,22,13,0,1,1,1,1
3481,3,3,1,4,1,16,15,0,1,1,1,1
3482,3,3,1,6,0,1,0,0,0,0,1,1
3483,3,0,1,5,1,13,11,0,1,1,1,0
3484,3,0,0,1,6,9,7,0,0,0,0,1
3485,3,1,1,4,1,18,6,2,1,1,1,1
3486,3,3,1,4,11,20,13,2,1,1,0,1
3487,3,1,0,1,0,1,0,0,0,0,1,0
3488,3,0,0,4,8,22,2,0,1,0,0,1
3489,3,0,2,2,0,3,2,1,0,0,1,1
3490,3,3,1,0,8,21,6,0,1,0,0,1
3491,3,1,1,2,1,6,2,0,0,1,1,1
3492,3,3,1,6,0,9,2,0,0,1,1,1
3493,3,3,1,0,4,2,1,0,0,0,0,1
3494,3,2,0,2,3,1,0,0,0,0,0,1
3495,3,3,1,6,11,22,3,0,1,0,0,1
3496,3,0,1,1,4,21,6,0,1,1,0,1
3497,3,3,1,1,0,20,4,1,1,1,1,1
3498,3,1,0,0,6,8,0,0,0,0,0,1
3499,3,3,1,0,0,17,15,1,1,1,1,1
3500,3,0,1,0,0,1,0,0,0,1,1,0
3501,3,0,1,1,1,4,1,0,0,0,1,1
3502,3,3,1,0,2,5,2,0,0,1,0,1
3503,3,0,1,0,8,1,0,0,0,0,0,1
3504,3,3,1,1,0,8,5,0,0,1,1,1
3505,3,0,1,4,1,1,0,0,0,0,1,1
3506,3,0,1,0,0,8,5,0,0,1,1,1
3507,3,3,1,4,0,2,1,0,0,0,1,1
3508,3,0,0,4,0,8,1,1,0,1,1,0
3509,3,0,0,4,0,3,0,0,0,0,1,1
3510,3,3,1,0,2,1,0,0,0,0,0,1
3511,3,1,0,0,0,2,1,1,0,0,1,0
3512,3,3,1,6,4,10,0,0,0,1,0,1
3513,3,3,1,4,9,8,5,2,0,1,0,1
3514,3,3,1,1,10,15,12,0,1,1,0,1
3515,3,3,0,0,5,16,4,0,1,1,0,1
3516,3,0,0,4,1,1,0,0,0,0,1,1
3517,3,0,1,4,9,16,12,0,1,0,0,1
3518,3,1,1,1,1,17,6,0,1,1,1,1
3519,3,0,1,0,0,10,5,0,0,1,1,1
3520,3,0,1,4,3,11,1,0,0,0,0,0
3521,3,0,0,0,1,1,0,0,0,0,1,0
3522,3,0,1,4,5,2,0,0,0,0,0,1
3523,3,3,1,0,0,7,0,0,0,0,1,1
3524,3,0,1,0,10,7,3,0,0,0,0,1
3525,3,3,1,1,1,21,4,0,1,1,1,1
3526,3,3,1,4,4,7,0,0,0,0,0,1
3527,3,0,0,4,4,10,5,0,0,0,0,1
3528,3,0,0,4,0,16,7,1,1,0,1,1
3529,3,3,0,1,0,3,3,3,0,0,1,0
3530,3,3,1,4,0,12,10,0,1,1,1,1
3531,3,3,0,0,11,14,12,0,1,1,0,1
3532,3,3,1,1,0,2,1,0,0,0,1,1
3533,3,3,1,6,0,5,4,0,0,0,1,1
3534,3,3,1,1,0,17,12,0,1,1,1,1
3535,3,0,1,4,3,19,7,0,1,1,0,1
3536,3,0,1,2,10,16,4,0,1,1,0,1
3537,3,3,1,2,1,13,2,0,1,1,1,1
3538,3,3,1,4,11,17,10,0,1,0,0,1
3539,3,3,0,4,0,9,6,0,0,1,1,1
3540,3,3,1,0,0,18,12,0,1,1,1,1
3541,3,0,0,0,1,11,3,0,0,1,1,1
3542,3,0,1,1,8,1,0,0,0,0,0,1
3543,3,3,1,2,2,17,4,0,1,1,0,1
3544,3,3,1,6,10,1,0,0,0,0,0,1
3545,3,3,0,4,0,4,3,0,0,0,1,0
3546,3,3,1,4,0,13,1,0,1,1,1,1
3547,3,3,1,0,1,11,2,1,0,1,1,0
3548,3,3,1,0,0,2,1,0,0,0,1,1
3549,3,0,0,4,0,16,0,0,1,0,1,1
3550,3,3,1,6,0,20,11,2,1,0,1,1
3551,3,0,1,4,0,15,2,0,1,0,1,1
3552,3,1,1,0,10,8,2,0,0,0,0,1
3553,3,1,2,0,0,2,2,0,0,0,1,1
3554,3,3,1,0,0,20,33,1,1,0,1,1
3555,3,0,0,1,0,2,3,3,0,0,1,0
3556,3,1,1,2,6,6,0,0,0,0,0,1
3557,3,3,1,6,3,14,8,0,1,1,0,1
3558,3,0,1,1,1,5,2,0,0,0,1,1
3559,3,3,1,0,8,15,3,0,1,1,0,1
3560,3,3,1,1,1,5,3,0,0,0,1,0
3561,3,0,1,1,3,13,0,0,1,1,0,1
3562,3,3,1,0,10,20,16,3,1,1,0,1
3563,3,3,1,2,0,17,6,1,1,1,1,1
3564,3,3,0,4,11,11,1,0,0,1,0,1
3565,3,0,1,0,10,18,3,0,1,1,0,1
3566,3,2,1,0,10,14,9,0,1,0,0,1
3567,3,3,0,0,0,4,0,0,0,0,1,1
3568,3,0,0,1,0,14,5,0,1,1,1,1
3569,3,3,1,0,1,1,0,0,0,1,1,0
3570,3,3,1,2,8,5,0,0,0,0,0,1
3571,3,3,1,4,0,11,9,1,0,0,1,1
3572,3,0,0,2,0,15,2,0,1,0,1,1
3573,3,0,0,0,4,16,3,0,1,0,0,1
3574,3,0,0,4,4,16,1,0,1,1,0,1
3575,3,3,2,6,11,7,3,0,0,1,0,1
3576,3,3,0,1,10,17,12,2,1,1,0,1
3577,3,3,0,2,1,2,2,1,0,0,1,0
3578,3,3,1,0,0,14,0,0,1,1,1,1
3579,3,3,1,0,7,18,4,0,1,1,0,1
3580,3,3,0,2,0,2,1,1,0,0,1,1
3581,3,3,1,5,0,15,3,0,1,1,1,1
3582,3,3,1,2,11,19,3,1,1,0,0,1
3583,3,3,1,1,1,1,0,0,0,1,1,1
3584,3,0,0,1,10,4,3,0,0,1,0,1
3585,3,0,1,2,11,6,3,0,0,0,0,1
3586,3,3,1,6,7,18,2,0,1,0,0,1
3587,3,3,2,2,1,9,1,0,0,1,1,1
3588,3,3,1,2,10,7,9,0,0,1,0,1
3589,3,3,0,6,1,18,1,1,1,0,1,1
3590,3,0,1,6,0,18,10,0,1,0,1,1
3591,3,0,1,2,0,17,9,0,1,1,1,1
3592,3,0,0,4,8,12,3,0,1,1,0,1
3593,3,3,1,1,6,17,11,0,1,1,0,1
3594,3,3,0,6,0,15,0,0,1,1,1,1
3595,3,1,2,6,4,4,2,1,0,0,0,1
3596,3,3,1,2,1,10,1,0,0,0,1,1
3597,3,3,1,6,11,8,8,0,0,1,0,1
3598,3,3,1,0,1,3,2,0,0,1,1,1
3599,3,3,0,0,10,20,9,0,1,1,0,1
3600,3,0,1,4,4,1,0,0,0,0,0,1
3601,3,3,0,1,10,15,0,0,1,0,0,1
3602,3,3,0,2,0,7,0,0,0,1,1,1
3603,3,3,1,1,0,15,0,0,1,1,1,1
3604,3,3,1,0,10,1,0,0,0,0,0,1
3605,3,3,1,5,0,3,0,0,0,1,1,1
3606,3,3,0,1,0,1,0,0,0,0,1,1
3607,3,3,1,0,11,12,5,0,1,1,0,1
3608,3,3,0,4,3,7,1,0,0,1,0,1
3609,3,3,1,4,4,16,4,0,1,1,0,1
3610,3,0,0,1,1,12,6,2,1,1,1,1
3611,3,0,1,1,0,9,1,1,0,0,1,1
3612,3,3,1,4,7,18,10,0,1,0,0,1
3613,3,1,1,2,0,16,5,0,1,0,1,1
3614,3,1,1,1,10,11,5,0,0,1,0,1
3615,3,3,0,6,4,19,4,1,1,1,0,1
3616,3,0,1,2,0,2,0,0,0,0,1,1
3617,3,1,0,2,0,4,0,0,0,0,1,1
3618,3,3,0,4,0,3,1,0,0,0,1,1
3619,3,3,0,2,10,13,2,0,1,0,0,1
3620,3,0,1,1,0,15,1,0,1,1,1,1
3621,3,0,0,4,6,13,4,0,1,0,0,1
3622,3,3,0,2,11,18,1,1,1,0,0,1
3623,3,0,1,2,6,9,0,0,0,0,0,1
3624,3,0,0,1,0,19,3,0,1,1,1,1
3625,3,0,1,0,0,6,0,0,0,0,1,1
3626,3,3,1,1,5,1,0,0,0,0,0,1
3627,3,1,0,1,10,20,0,0,1,0,0,1
3628,3,3,1,6,0,1,0,0,0,0,1,1
3629,3,3,1,0,1,1,0,0,0,0,1,0
3630,3,3,1,0,9,17,2,0,1,1,0,1
3631,3,3,0,1,6,15,2,0,1,0,0,1
3632,3,0,1,0,8,9,6,1,0,1,0,0
3633,3,0,0,1,6,2,2,1,0,0,0,1
3634,3,1,1,0,0,2,1,0,0,0,1,1
3635,3,0,1,6,1,8,3,0,0,1,1,1
3636,3,3,1,1,4,12,7,0,1,0,0,1
3637,3,0,1,1,8,18,6,0,1,1,0,1
3638,3,0,0,2,0,1,0,0,0,0,1,0
3639,3,0,0,4,8,5,4,1,0,0,0,1
3640,3,0,1,4,4,14,1,0,1,0,0,1
3641,3,3,1,0,2,10,2,0,0,1,0,1
3642,3,3,0,4,8,15,6,0,1,0,0,1
3643,3,0,1,4,4,18,7,0,1,1,0,1
3644,3,0,1,4,10,3,1,0,0,1,0,1
3645,3,0,0,1,10,5,1,0,0,1,0,1
3646,3,3,1,6,0,10,5,0,0,0,1,1
3647,3,0,1,0,1,3,0,0,0,0,1,1
3648,3,0,1,1,10,2,0,0,0,1,0,1
3649,3,0,1,4,11,17,2,0,1,1,0,1
3650,3,0,1,4,7,18,19,2,1,0,0,1
3651,3,3,1,0,1,3,0,0,0,0,1,1
3652,3,3,1,2,6,8,4,0,0,0,0,1
3653,3,3,1,1,6,12,2,0,1,1,0,1
3654,3,1,0,4,9,1,0,0,0,0,0,1
3655,3,3,1,4,9,8,0,0,0,1,0,1
3656,3,3,1,0,9,2,1,0,0,0,0,1
3657,3,3,1,1,4,18,6,0,1,0,0,1
3658,3,3,1,6,4,16,14,1,1,0,0,1
3659,3,3,0,4,0,3,3,0,0,1,1,1
3660,3,3,1,4,10,15,6,0,1,1,0,1
3661,3,0,1,1,0,2,0,0,0,0,1,0
3662,3,0,1,1,10,4,2,0,0,0,0,1
3663,3,3,0,1,8,19,13,0,1,1,0,1
3664,3,3,1,1,1,12,9,0,1,0,1,1
3665,3,3,1,0,3,19,2,0,1,1,0,1
3666,3,0,0,2,11,9,4,1,0,0,0,1
3667,3,0,0,0,4,6,5,0,0,1,0,1
3668,1,3,1,1,8,50,16,0,1,1,0,1
3669,1,3,1,1,10,14,5,0,1,0,0,1
3670,1,3,0,4,8,22,9,0,1,1,0,1
3671,1,0,0,0,0,8,9,0,0,1,1,1
3672,1,2,1,1,8,7,0,0,0,0,0,1
3673,1,3,0,0,1,1,0,0,0,1,1,1
3674,1,3,0,1,8,11,0,0,0,0,0,1
3675,1,0,1,1,8,1,0,0,0,0,0,1
3676,1,3,0,1,8,4,0,0,0,0,0,0
3677,1,3,1,1,4,3,0,0,0,0,0,1
3678,1,1,0,4,0,2,1,0,0,0,1,1
3679,1,0,1,1,8,51,0,0,1,0,0,1
3680,1,3,1,4,8,44,4,0,1,0,0,1
3681,1,3,0,1,8,21,1,0,1,0,0,1
3682,1,3,1,1,8,5,0,0,0,0,0,1
3683,1,1,0,2,5,32,0,0,1,0,0,1
3684,1,3,1,1,8,185,22,1,1,0,0,1
3685,1,0,1,1,3,25,6,0,1,1,0,1
3686,1,3,2,0,8,2,0,0,0,0,0,1
3687,1,0,0,4,7,12,0,0,1,0,0,1
3688,1,0,1,0,8,31,1,0,1,1,0,1
3689,1,3,1,2,10,1,0,0,0,0,0,1
3690,1,0,1,1,0,16,3,0,1,0,1,1
3691,1,0,0,1,10,12,6,0,1,0,0,1
3692,1,3,1,1,5,36,17,1,1,0,0,1
3693,1,0,1,4,8,243,0,0,1,0,0,1
3694,1,3,1,1,8,85,10,0,1,1,0,1
3695,1,3,1,4,8,14,6,0,1,0,0,1
3696,1,3,1,1,8,180,11,1,1,0,0,1
3697,1,3,0,1,8,182,0,0,1,0,0,1
3698,1,0,1,0,8,228,77,4,1,0,0,1
3699,1,3,1,4,8,76,43,0,1,0,0,1
3700,1,3,1,4,11,10,6,0,0,0,0,1
3701,1,0,1,4,8,109,73,0,1,0,0,1
3702,1,3,1,1,0,12,4,0,1,0,1,1
3703,1,0,0,1,8,9,0,0,0,0,0,1
3704,1,3,1,1,8,6,2,0,0,0,0,1
3705,1,1,1,0,8,11,3,0,0,1,0,1
3706,1,0,0,1,11,151,5,1,1,0,0,1
3707,1,3,1,0,8,149,52,3,1,0,0,1
3708,1,0,0,4,0,33,15,0,1,0,1,1
3709,1,3,0,5,2,11,4,0,0,0,0,1
3710,1,3,1,0,0,252,17,0,1,0,1,1
3711,1,3,1,4,8,143,24,0,1,1,0,1
3712,1,3,1,0,8,1,0,0,0,0,0,1
3713,1,1,2,0,8,2,3,0,0,0,0,1
3714,1,3,0,0,1,3,0,0,0,0,1,1
3715,1,3,1,4,0,28,16,0,1,1,1,1
3716,1,3,1,4,8,16,1,0,1,0,0,1
3717,1,0,1,4,0,157,3,1,1,1,1,1
3718,1,3,1,0,6,18,10,0,1,0,0,1
3719,1,3,1,5,8,233,69,2,1,0,0,1
3720,1,0,1,6,1,20,6,0,1,1,1,1
3721,1,3,0,6,8,1,0,0,0,0,0,1
3722,1,3,1,4,0,25,1,0,1,1,1,1
3723,1,3,1,4,0,55,3,0,1,0,1,1
3724,1,3,1,6,8,190,60,1,1,0,0,1
3725,1,3,1,6,8,19,2,0,1,0,0,1
3726,1,1,1,4,8,3,0,0,0,0,0,1
3727,1,3,1,1,8,105,5,0,1,0,0,1
3728,1,1,1,1,0,37,2,0,1,1,1,1
3729,1,1,2,1,8,2,4,0,0,0,0,1
3730,1,0,0,0,8,75,28,0,1,1,0,1
3731,1,0,0,4,8,5,4,0,0,0,0,1
3732,1,0,1,4,0,2,0,0,0,0,1,1
3733,1,3,0,6,0,13,5,1,1,0,1,1
3734,1,0,1,0,8,2,1,0,0,0,0,1
3735,1,3,1,6,8,5,1,0,0,1,0,1
3736,1,1,1,6,8,16,4,0,1,0,0,1
3737,1,3,0,1,0,1,0,0,0,0,1,1
3738,1,3,1,1,0,1,0,0,0,0,1,0
3739,1,3,0,0,8,98,6,0,1,1,0,1
3740,1,3,1,1,7,13,2,0,1,0,0,1
3741,1,1,0,0,7,8,1,0,0,0,0,1
3742,1,3,0,1,8,17,0,0,1,0,0,1
3743,1,0,1,1,8,3,0,0,0,0,0,1
3744,1,0,1,5,6,123,60,1,1,1,0,1
3745,1,0,1,0,8,42,0,0,1,0,0,1
3746,1,0,0,4,10,9,4,1,0,0,0,1
3747,1,3,0,4,8,134,11,1,1,0,0,1
3748,1,3,0,1,2,104,10,1,1,0,0,1
3749,1,1,1,4,8,4,2,0,0,0,0,1
3750,1,3,1,1,8,38,8,0,1,0,0,1
3751,1,0,1,4,11,10,0,0,0,0,0,0
3752,1,3,1,4,9,9,4,0,0,0,0,1
3753,1,3,1,0,4,2,1,1,0,0,0,1
3754,1,3,0,0,11,90,6,0,1,0,0,1
3755,1,1,1,1,0,192,1,0,1,0,1,1
3756,1,3,0,1,8,134,5,0,1,0,0,1
3757,1,1,0,0,8,2,0,0,0,0,0,1
3758,1,3,1,4,8,26,2,0,1,1,0,1
3759,1,0,1,1,6,62,6,0,1,0,0,1
3760,1,3,0,1,7,35,6,0,1,0,0,1
3761,1,3,1,1,8,6,6,0,0,1,0,1
3762,1,4,2,0,1,2,0,0,0,0,1,1
3763,1,3,1,4,0,63,32,0,1,1,1,1
3764,1,3,1,1,11,11,0,0,0,0,0,1
3765,1,3,1,0,8,17,2,0,1,0,0,1
3766,1,0,1,6,8,188,41,4,1,0,0,1
3767,1,1,2,1,8,5,0,0,0,0,0,1
3768,1,1,2,6,0,8,0,0,0,0,1,1
3769,1,3,1,1,8,10,3,0,0,0,0,1
3770,1,3,1,0,11,58,6,1,1,1,0,1
3771,1,1,1,0,11,2,0,0,0,0,0,1
3772,1,3,1,0,8,8,1,0,0,0,0,1
3773,1,3,1,4,8,6,0,0,0,0,0,1
3774,1,3,1,0,0,3,0,0,0,0,1,1
3775,1,3,1,5,1,42,5,0,1,0,1,1
3776,1,3,1,4,0,7,1,0,0,1,1,1
3777,1,3,0,4,0,221,1,0,1,0,1,1
3778,1,3,1,6,8,94,20,0,1,1,0,1
3779,1,0,1,4,11,8,3,2,0,0,0,1
3780,1,3,1,6,8,2,0,0,0,0,0,1
3781,1,3,1,1,8,154,10,0,1,0,0,1
3782,1,3,1,0,0,17,3,1,1,0,1,1
3783,1,0,0,1,10,38,15,0,1,0,0,1
3784,1,1,1,4,0,103,8,1,1,0,1,1
3785,1,3,1,0,8,3,2,2,0,0,0,1
3786,1,0,1,6,11,4,1,1,0,0,0,1
3787,1,0,0,4,8,2,0,0,0,0,0,1
3788,1,3,1,1,0,15,18,4,1,0,1,1
3789,1,3,1,4,1,3,1,0,0,0,1,1
3790,1,3,0,1,0,2,1,1,0,0,1,1
3791,1,3,1,1,9,6,2,0,0,0,0,1
3792,1,3,1,4,8,7,1,0,0,0,0,1
3793,1,3,0,0,11,34,8,0,1,1,0,1
3794,1,3,0,4,7,72,22,0,1,0,0,1
3795,1,0,0,1,0,15,0,0,1,0,1,1
3796,1,0,0,4,0,20,0,0,1,0,1,1
3797,1,3,1,1,11,56,1,0,1,1,0,1
3798,1,0,1,0,6,57,30,0,1,1,0,1
3799,1,0,0,0,11,127,27,0,1,0,0,1
3800,1,0,1,0,1,2,1,0,0,0,1,1
3801,1,3,1,4,6,35,12,4,1,1,0,1
3802,1,0,1,1,8,30,2,0,1,0,0,1
3803,1,3,1,1,1,3,2,0,0,0,1,1
3804,1,0,1,1,11,23,5,1,1,1,0,1
3805,1,3,1,0,0,13,12,1,1,1,1,1
3806,1,0,1,0,1,12,11,2,1,1,1,0
3807,1,1,1,1,7,10,7,0,0,1,0,1
3808,1,1,0,4,11,3,0,0,0,0,0,1
3809,1,3,1,1,1,2,1,0,0,1,1,1
3810,1,3,1,0,8,71,1,0,1,0,0,1
3811,1,0,0,4,2,120,20,0,1,0,0,1
3812,1,3,1,6,10,1,0,0,0,0,0,1
3813,1,0,0,4,7,11,4,0,0,0,0,1
3814,1,0,1,0,8,12,0,0,1,0,0,1
3815,1,3,0,6,11,5,2,0,0,0,0,1
3816,1,0,1,1,4,4,0,0,0,0,0,1
3817,1,3,1,0,0,10,0,0,0,0,1,1
3818,1,3,1,4,1,3,1,0,0,0,1,1
3819,1,3,0,1,6,1,0,0,0,0,0,0
3820,1,3,1,4,1,6,6,0,0,0,1,1
3821,1,3,0,6,11,96,41,0,1,0,0,1
3822,1,3,1,1,8,63,23,0,1,0,0,1
3823,1,0,0,4,11,82,1,0,1,0,0,1
3824,1,3,1,4,8,70,31,1,1,0,0,1
3825,1,3,1,1,10,2,2,1,0,0,0,1
3826,1,3,1,4,0,22,0,0,1,0,1,1
3827,1,0,2,4,8,12,1,0,1,0,0,1
3828,1,0,1,6,8,38,1,0,1,0,0,1
3829,1,3,1,4,8,28,9,0,1,0,0,1
3830,1,3,1,0,0,11,9,0,0,0,1,1
3831,1,0,0,4,1,50,16,1,1,0,1,1
3832,1,3,0,1,10,107,13,0,1,1,0,1
3833,1,0,0,4,10,2,1,0,0,0,0,1
3834,1,1,1,1,11,19,6,0,1,1,0,1
3835,1,3,1,4,8,45,11,0,1,0,0,1
3836,1,1,1,1,8,17,0,0,1,1,0,1
3837,1,1,2,1,11,2,2,0,0,0,0,1
3838,1,0,0,4,2,9,1,0,0,0,0,1
3839,1,0,1,6,11,144,6,0,1,0,0,1
3840,1,3,1,0,7,13,9,1,1,1,0,1
3841,1,1,0,4,8,20,0,0,1,1,0,1
3842,1,0,0,4,8,103,10,0,1,0,0,1
3843,1,3,1,0,8,28,25,0,1,0,0,1
3844,1,1,1,6,8,2,0,0,0,0,0,1
3845,1,2,1,1,2,185,1,0,1,0,0,1
3846,1,3,1,0,8,81,30,0,1,1,0,1
3847,1,3,1,4,6,26,10,0,1,1,0,1
3848,1,3,0,6,1,190,9,0,1,0,1,1
3849,1,0,1,4,0,99,22,0,1,0,1,1
3850,1,0,1,5,1,3,0,0,0,0,1,1
3851,1,0,1,1,8,119,2,0,1,0,0,1
3852,1,0,1,5,1,3,1,0,0,0,1,1
3853,1,3,1,5,0,12,0,0,1,1,1,1
3854,1,3,1,4,0,1,0,0,0,0,1,1
3855,1,3,1,1,1,45,13,0,1,0,1,1
3856,1,1,1,1,2,5,3,0,0,0,0,0
3857,1,3,1,6,0,29,6,0,1,1,1,1
3858,1,0,1,1,0,9,1,0,0,0,1,1
3859,1,1,1,1,6,36,12,1,1,0,0,1
3860,1,0,1,1,0,99,6,0,1,0,1,1
3861,1,0,0,6,11,172,4,0,1,1,0,1
3862,1,3,1,4,8,5,1,0,0,0,0,1
3863,1,3,1,4,8,153,15,1,1,1,0,1
3864,1,1,2,0,7,16,4,0,1,0,0,1
3865,1,1,1,1,8,1,0,0,0,0,0,1
3866,1,0,0,0,8,21,3,0,1,0,0,1
3867,1,0,0,1,8,1,0,0,0,0,0,1
3868,1,0,1,5,8,87,3,1,1,0,0,1
3869,1,1,1,1,6,121,9,1,1,0,0,1
3870,1,1,2,4,7,1,1,0,0,0,0,1
3871,1,3,0,4,3,36,31,0,1,0,0,1
3872,1,3,0,0,5,7,5,0,0,0,0,1
3873,1,0,1,0,4,120,3,0,1,0,0,1
3874,1,3,1,1,8,148,2,0,1,0,0,1
3875,1,0,0,2,0,2,1,0,0,0,1,0
3876,1,2,0,1,8,14,1,1,1,0,0,1
3877,1,3,1,1,10,173,38,3,1,0,0,1
3878,1,0,0,0,2,182,13,0,1,0,0,1
3879,1,0,0,0,8,55,2,1,1,0,0,1
3880,1,0,1,6,8,26,6,0,1,0,0,1
3881,1,3,1,0,0,5,2,0,0,0,1,1
3882,1,3,1,4,8,1,0,0,0,0,0,0
3883,1,0,0,4,11,1,0,0,0,0,0,1
3884,1,3,1,1,8,4,0,0,0,0,0,1
3885,1,0,0,0,7,26,7,0,1,0,0,1
