,delivery_week_new,payment_method_new,custom_meal_selection_new,state_new,channel_new,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,engagement_cat_new,ever_rated_recipe_new,is_f_new,target
231,3,4,2,4,11,39,1,0,1,0,0,1
232,3,3,1,1,0,56,5,0,1,0,1,1
233,3,3,0,1,11,165,1,0,1,0,0,1
234,3,0,1,1,0,5,1,0,0,1,1,1
235,3,3,1,6,8,18,6,0,1,0,0,1
236,3,3,1,0,7,7,6,0,0,1,0,1
237,3,4,2,6,11,9,0,0,0,1,0,1
238,3,3,1,1,8,5,0,0,0,0,0,1
239,3,3,0,0,4,30,12,0,1,0,0,1
240,3,0,0,0,4,75,1,0,1,0,0,1
241,3,0,0,1,8,68,6,1,1,0,0,1
242,3,1,1,6,1,4,0,0,0,1,1,1
243,3,3,1,0,1,104,4,0,1,0,1,1
244,3,3,1,6,0,110,46,1,1,0,1,1
245,3,1,1,4,5,1,1,0,0,1,0,1
246,3,0,1,6,0,27,7,3,1,1,1,0
247,3,0,0,4,0,1,0,0,0,1,1,1
248,3,3,1,4,0,28,0,0,1,0,1,1
249,3,3,1,4,1,2,1,1,0,0,1,1
250,3,3,1,6,8,17,3,0,1,0,0,1
251,3,3,1,4,6,34,4,1,1,1,0,1
252,3,3,1,4,8,47,22,0,1,1,0,1
253,3,3,1,6,8,15,0,0,1,0,0,1
254,3,3,0,6,8,54,1,0,1,0,0,1
255,3,0,1,1,0,51,6,0,1,1,1,1
256,3,3,0,1,11,77,2,0,1,0,0,1
257,3,3,1,0,3,6,3,0,0,1,0,1
258,3,3,1,0,0,4,2,1,0,0,1,1
259,3,0,0,6,11,73,1,0,1,1,0,1
260,3,1,2,1,7,1,0,0,0,0,0,1
261,3,0,1,1,5,3,0,0,0,0,0,1
262,3,1,1,1,0,28,7,0,1,1,1,1
263,3,3,0,1,11,26,4,0,1,0,0,1
264,3,3,2,4,1,3,2,0,0,0,1,1
265,3,3,1,4,1,14,1,0,1,0,1,1
266,3,3,1,0,8,20,4,0,1,1,0,1
267,3,0,1,1,6,53,13,4,1,0,0,1
268,3,3,0,4,1,10,2,0,0,0,1,1
269,3,0,1,6,0,1,0,0,0,0,1,1
270,3,3,0,4,3,22,9,0,1,0,0,1
271,3,3,1,1,11,132,48,5,1,0,0,1
272,3,3,1,6,0,8,6,0,0,0,1,1
273,3,3,0,6,0,3,0,0,0,0,1,1
274,3,3,1,0,4,46,19,0,1,1,0,1
275,3,3,1,6,5,10,7,2,0,0,0,0
276,3,0,1,4,5,7,0,0,0,0,0,1
277,3,3,0,4,0,13,0,0,1,0,1,1
278,3,0,1,0,0,36,19,0,1,0,1,1
279,3,0,1,4,8,9,7,0,0,0,0,1
280,3,0,0,6,0,13,6,0,1,1,1,1
281,3,3,1,1,0,19,2,1,1,0,1,1
282,3,0,1,6,8,58,13,0,1,0,0,1
283,3,3,0,4,11,31,3,0,1,0,0,1
284,3,3,1,1,8,1,0,0,0,0,0,1
285,3,3,1,1,10,10,4,0,0,0,0,1
286,3,2,1,1,11,1,0,0,0,0,0,1
287,3,0,1,4,10,16,1,0,1,0,0,1
288,3,0,1,1,0,123,13,0,1,0,1,1
289,3,3,1,0,2,58,25,3,1,0,0,1
290,3,1,2,6,8,1,0,0,0,0,0,1
291,3,3,1,0,5,101,36,0,1,0,0,1
292,3,3,1,6,0,5,1,0,0,0,1,1
293,3,0,0,0,1,1,1,1,0,0,1,0
294,3,1,1,1,11,16,0,0,1,0,0,1
295,3,3,1,0,8,1,0,0,0,1,0,1
296,3,3,0,1,11,3,1,1,0,0,0,1
297,3,3,1,4,0,3,4,3,0,1,1,0
298,3,3,0,1,11,6,0,0,0,0,0,1
299,3,0,0,4,1,29,3,0,1,0,1,1
300,3,0,0,1,0,22,4,1,1,1,1,1
301,3,3,0,0,0,43,31,4,1,1,1,1
302,3,1,1,0,8,132,14,1,1,0,0,1
303,3,0,1,4,8,12,2,0,1,0,0,1
304,3,3,1,1,10,7,0,0,0,0,0,1
305,3,2,1,4,1,26,0,0,1,0,1,1
306,3,3,1,1,1,73,5,1,1,0,1,1
307,3,0,1,1,6,81,16,1,1,0,0,1
308,3,0,1,4,8,40,7,0,1,1,0,1
309,3,1,2,6,8,2,0,0,0,0,0,1
310,3,3,0,0,9,10,3,0,0,0,0,1
311,3,3,1,1,7,115,49,1,1,1,0,1
312,3,3,0,1,11,34,6,1,1,0,0,1
313,3,3,0,1,0,86,2,1,1,1,1,1
314,3,3,0,5,11,14,5,1,1,0,0,1
315,3,3,1,1,8,132,12,4,1,0,0,1
316,3,3,0,1,0,31,3,0,1,0,1,1
317,3,3,0,0,0,153,4,0,1,0,1,1
318,3,3,1,1,5,34,1,1,1,0,0,1
319,3,3,1,5,0,14,8,1,1,0,1,1
320,3,0,1,4,8,3,0,0,0,0,0,1
321,3,3,1,4,0,96,0,0,1,0,1,1
322,3,0,0,1,0,2,0,0,0,0,1,1
323,3,0,1,6,4,77,13,0,1,0,0,1
324,3,3,1,1,8,104,5,0,1,1,0,1
325,3,1,2,4,7,33,2,0,1,0,0,1
326,3,3,1,4,8,53,7,0,1,0,0,1
327,3,3,0,4,4,1,0,0,0,1,0,1
328,3,1,0,0,5,15,4,0,1,0,0,1
329,3,1,2,1,5,4,0,0,0,0,0,1
330,3,3,1,0,4,1,2,0,0,0,0,1
331,3,0,1,1,3,7,3,0,0,0,0,1
332,3,3,1,6,3,50,29,0,1,1,0,1
333,3,1,1,0,11,128,1,0,1,1,0,1
334,3,0,0,0,11,17,0,0,1,0,0,1
335,3,0,1,1,7,13,12,1,1,0,0,1
336,3,0,0,5,9,21,6,1,1,0,0,1
337,3,1,1,6,4,72,9,1,1,1,0,1
338,3,3,1,0,5,135,54,1,1,0,0,1
339,3,0,0,1,8,2,1,0,0,1,0,1
340,3,3,1,0,10,67,16,1,1,1,0,1
341,3,0,1,3,0,43,9,0,1,0,1,1
342,3,1,2,1,0,11,4,1,0,0,1,1
343,3,0,0,0,1,7,4,0,0,0,1,1
344,3,3,1,0,8,48,30,0,1,1,0,1
345,3,3,1,0,8,12,1,0,1,0,0,1
346,3,3,0,0,8,82,2,0,1,1,0,1
347,3,0,1,1,0,88,13,2,1,0,1,1
348,3,3,1,3,8,14,3,2,1,0,0,1
349,3,0,0,4,0,2,1,0,0,0,1,1
350,3,3,1,5,8,43,10,0,1,0,0,1
351,3,0,0,4,10,25,11,0,1,0,0,1
352,3,3,0,0,3,10,6,3,0,0,0,1
353,3,0,1,4,2,1,0,0,0,0,0,1
354,3,3,1,0,1,1,0,0,0,0,1,1
355,3,3,1,4,11,8,3,0,0,1,0,1
356,3,3,1,0,0,10,4,0,0,0,1,1
357,3,0,0,4,0,136,31,0,1,0,1,1
358,3,1,0,4,1,4,0,0,0,0,1,1
359,3,0,1,2,7,7,1,0,0,0,0,1
360,3,3,1,2,4,50,48,0,1,1,0,1
361,3,3,0,3,0,7,1,0,0,0,1,1
362,3,0,1,5,9,9,3,0,0,0,0,1
363,3,3,0,0,0,5,4,1,0,0,1,1
364,3,1,1,2,4,23,4,0,1,0,0,1
365,3,3,1,4,1,1,0,0,0,0,1,1
366,3,0,0,1,11,8,1,0,0,0,0,1
367,3,3,0,1,6,56,13,0,1,1,0,1
368,3,3,1,0,1,17,15,0,1,1,1,1
369,3,1,2,0,0,29,0,0,1,0,1,1
370,3,3,1,4,1,51,9,0,1,1,1,1
371,3,3,1,1,0,13,4,0,1,0,1,1
372,3,0,1,4,1,10,5,0,0,0,1,1
373,3,0,1,1,4,10,0,0,0,1,0,1
374,3,3,1,1,0,29,14,1,1,0,1,0
375,3,3,0,0,1,3,1,1,0,0,1,1
376,3,1,0,4,10,6,0,0,0,0,0,1
377,3,0,1,5,10,12,2,0,1,1,0,1
378,3,3,0,6,10,40,2,0,1,0,0,0
379,3,0,1,6,0,76,5,0,1,0,1,1
380,3,0,1,2,1,78,8,0,1,0,1,1
381,3,1,1,0,8,1,0,0,0,1,0,1
382,3,3,1,1,11,75,1,0,1,0,0,1
383,3,3,0,4,5,54,18,0,1,0,0,1
384,3,3,0,0,0,87,8,0,1,0,1,1
385,3,3,0,3,11,82,5,0,1,0,0,1
386,3,3,0,1,0,11,2,0,0,0,1,0
387,3,0,0,1,11,64,13,0,1,0,0,1
388,3,3,0,4,0,66,3,2,1,0,1,1
389,3,0,1,6,0,14,0,0,1,0,1,1
390,3,0,1,4,11,86,42,4,1,0,0,1
391,3,0,1,3,0,38,8,0,1,1,1,1
392,3,0,0,6,0,32,1,0,1,0,1,1
393,3,0,0,0,8,3,2,0,0,0,0,1
394,3,0,1,1,3,4,1,0,0,0,0,1
395,3,2,0,4,8,8,0,0,0,0,0,1
396,3,3,1,0,8,36,4,0,1,0,0,1
397,3,0,1,0,0,6,0,0,0,0,1,1
398,3,0,1,4,10,2,1,0,0,0,0,1
399,3,0,0,4,11,2,0,0,0,0,0,1
400,3,3,0,2,1,44,46,3,1,1,1,1
401,3,0,1,0,10,8,2,0,0,0,0,1
402,3,2,1,1,11,109,0,0,1,0,0,1
403,3,0,0,1,1,1,0,0,0,0,1,0
404,3,3,0,0,1,1,0,0,0,0,1,0
405,3,3,0,1,11,123,0,0,1,0,0,1
406,3,3,1,4,10,1,1,0,0,0,0,1
407,3,3,1,4,2,51,2,0,1,0,0,1
408,3,3,1,1,0,3,2,2,0,0,1,1
409,3,2,1,4,11,31,0,0,1,0,0,1
410,3,1,1,4,3,18,0,0,1,1,0,1
411,3,0,1,6,7,38,19,0,1,0,0,1
412,3,3,1,4,0,3,1,0,0,0,1,1
413,3,3,0,1,8,44,5,0,1,0,0,1
414,3,3,1,1,8,122,24,1,1,0,0,1
415,3,1,2,6,11,2,3,0,0,0,0,1
416,3,3,1,3,0,25,5,0,1,0,1,1
417,3,0,0,4,10,1,0,0,0,0,0,1
418,3,0,0,4,1,65,2,1,1,0,1,1
419,3,0,1,1,7,2,0,0,0,1,0,1
420,3,3,0,5,10,6,10,0,0,0,0,1
421,3,3,1,4,10,20,1,0,1,1,0,1
422,3,3,0,4,8,61,10,0,1,0,0,1
423,3,3,1,1,8,24,0,0,1,0,0,1
424,3,3,0,3,2,5,4,0,0,0,0,1
425,3,3,1,4,0,129,0,0,1,1,1,1
426,3,3,1,6,3,34,6,0,1,1,0,1
427,3,0,1,1,1,1,0,0,0,0,1,1
428,3,3,1,0,3,21,22,0,1,1,0,1
429,3,0,0,4,0,9,1,0,0,0,1,1
430,3,1,1,0,3,6,2,0,0,1,0,1
431,3,0,0,5,1,23,2,0,1,0,1,1
432,3,3,0,4,7,55,9,0,1,0,0,1
433,3,3,0,1,7,4,1,0,0,1,0,1
434,3,3,1,4,8,111,1,0,1,0,0,1
435,3,0,0,4,1,62,10,1,1,0,1,1
436,3,0,1,4,11,68,0,0,1,0,0,1
437,3,0,1,0,1,109,1,0,1,0,1,1
438,3,3,1,4,8,14,16,0,1,1,0,1
439,3,0,0,6,0,15,7,1,1,0,1,1
440,3,3,0,4,7,5,1,0,0,1,0,1
441,3,0,1,0,10,43,0,0,1,0,0,1
442,3,3,1,0,10,131,47,2,1,1,0,1
443,3,1,0,1,11,33,0,0,1,1,0,1
444,3,0,0,3,0,12,4,0,1,1,1,1
445,3,3,0,0,11,18,4,1,1,1,0,1
446,3,0,1,1,0,48,1,0,1,0,1,1
447,3,0,0,1,11,51,5,2,1,0,0,1
448,3,3,1,1,11,16,3,0,1,0,0,1
449,3,0,1,0,1,8,2,0,0,1,1,1
450,3,0,1,0,0,10,0,0,0,0,1,1
451,3,3,0,4,11,3,0,0,0,1,0,1
452,3,3,1,4,11,22,0,0,1,0,0,1
453,3,1,1,4,8,7,1,0,0,0,0,1
454,3,3,1,0,0,25,16,1,1,0,1,1
455,3,3,1,0,0,24,0,0,1,0,1,1
456,3,0,1,1,11,21,16,0,1,0,0,1
457,3,3,0,0,4,11,13,3,0,0,0,0
458,3,0,0,1,10,12,3,2,1,0,0,1
459,3,0,1,4,8,39,1,0,1,1,0,1
460,3,3,0,1,11,62,4,0,1,0,0,1
461,3,3,1,6,1,10,0,0,0,0,1,1
462,3,3,0,0,1,4,1,0,0,0,1,0
463,3,3,0,4,11,130,15,1,1,0,0,1
464,3,3,1,0,8,3,1,0,0,0,0,1
465,3,3,1,4,8,6,1,0,0,0,0,1
466,3,0,1,1,10,32,9,0,1,0,0,1
467,3,0,1,4,5,1,0,0,0,0,0,1
468,3,0,1,0,11,126,26,0,1,0,0,1
469,3,1,1,1,11,7,1,1,0,0,0,1
470,3,0,1,4,9,56,4,0,1,1,0,1
471,3,3,1,0,6,39,4,0,1,0,0,1
472,3,0,1,6,9,2,1,0,0,1,0,1
473,3,0,1,4,1,13,1,0,1,0,1,1
474,3,0,1,1,1,4,0,0,0,0,1,1
475,3,0,1,1,11,86,2,0,1,1,0,1
476,3,0,1,0,9,48,2,0,1,1,0,1
477,3,3,1,0,5,4,2,0,0,0,0,1
478,3,3,1,0,8,3,0,0,0,0,0,1
479,3,3,1,4,8,104,20,0,1,0,0,1
480,3,0,1,0,5,57,51,1,1,0,0,1
481,3,4,2,1,10,3,0,0,0,0,0,1
482,3,1,0,1,8,20,0,0,1,0,0,1
483,3,0,1,1,10,9,2,0,0,0,0,1
484,3,1,0,3,10,122,5,2,1,0,0,0
485,3,0,1,3,2,2,0,0,0,0,0,0
486,3,0,1,4,8,106,14,2,1,1,0,1
487,3,0,1,0,11,6,1,0,0,0,0,1
488,3,0,1,0,0,65,4,0,1,1,1,1
489,3,3,0,0,8,6,6,1,0,1,0,1
490,3,3,1,1,5,106,1,0,1,0,0,1
491,3,0,1,1,1,2,0,0,0,0,1,1
492,3,3,1,1,8,6,3,0,0,0,0,1
493,3,3,1,1,10,8,6,1,0,0,0,1
494,3,3,1,4,5,58,4,0,1,0,0,1
495,3,0,1,2,9,43,16,0,1,1,0,1
496,3,3,1,1,8,28,10,0,1,0,0,1
497,3,0,1,0,0,22,5,1,1,0,1,1
498,3,3,0,1,5,37,14,1,1,0,0,1
499,3,2,0,6,10,5,0,0,0,0,0,1
500,3,3,2,4,0,1,0,0,0,0,1,1
501,3,0,1,0,4,15,3,0,1,0,0,1
502,3,0,0,4,4,5,2,1,0,0,0,1
503,3,0,0,1,0,100,11,0,1,0,1,1
504,3,3,0,0,11,71,0,0,1,0,0,1
505,3,3,1,0,4,48,12,0,1,0,0,1
506,3,1,0,6,8,13,0,0,1,0,0,1
507,3,0,1,1,8,31,1,0,1,1,0,1
508,3,0,0,0,8,8,3,2,0,0,0,1
509,3,2,1,4,4,1,0,0,0,0,0,1
510,3,0,1,0,11,1,0,0,0,0,0,1
511,3,0,0,0,11,110,12,0,1,0,0,1
512,3,0,1,6,0,37,10,1,1,1,1,1
513,3,1,2,1,8,2,3,0,0,0,0,1
514,3,3,1,4,0,124,41,5,1,0,1,1
515,3,0,1,1,0,9,2,0,0,0,1,1
516,3,0,1,4,0,8,1,0,0,0,1,1
517,3,0,1,0,3,5,5,1,0,0,0,1
518,3,3,1,0,0,2,1,0,0,1,1,1
519,3,3,0,5,11,66,4,0,1,0,0,1
520,3,3,0,6,9,98,3,0,1,1,0,1
521,3,0,1,0,8,104,1,0,1,0,0,1
522,3,3,1,0,10,79,17,0,1,0,0,1
523,3,3,1,4,11,48,1,0,1,0,0,1
524,3,0,1,1,7,4,0,0,0,0,0,1
525,3,3,1,4,0,13,10,0,1,0,1,1
526,3,3,1,6,8,11,0,0,0,0,0,1
527,3,3,1,4,0,105,25,0,1,0,1,1
528,3,3,0,1,11,101,4,0,1,0,0,1
529,3,3,1,4,4,4,0,0,0,0,0,1
530,3,0,1,0,2,118,26,2,1,0,0,1
