customer_id,order_number,delivery_date,delivery_week,final_payment_status,time_to_pay,payment_method,custom_meal_selection,state,channel,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,avg_recipe_rating
10320,1626,20200222,2020-W09,Paid,4,Z,Yes,B,F2,7,0,0,3.00
10324,3516,20200223,2020-W09,Paid,4,W,Yes,D,O,2,1,0,3.00
10325,11579,20200222,2020-W09,Paid,1,Z,Yes,B,F2,5,0,0,
10331,24263,20200226,2020-W09,Paid,2,X,Yes,B,F2,50,0,0,
10332,22789,20200225,2020-W09,Unpaid,,Z,No,D,S,29,4,0,3.56
10337,11771,20200225,2020-W09,Paid,4,W,No,A,F2,14,4,0,
10339,4932,20200226,2020-W09,Paid,4,Z,Yes,B,F2,56,2,0,4.00
10342,17443,20200224,2020-W09,Paid,56,W,Yes,G,O,44,17,1,
10347,16971,20200222,2020-W09,Paid,309,Z,Yes,F,F1,17,9,1,3.88
10352,21044,20200225,2020-W09,Paid,13,W,Yes,G,F2,2,1,0,
10356,17154,20200225,2020-W09,Paid,4,Z,Yes,F,S,30,14,0,
10358,19806,20200225,2020-W09,Paid,1,Z,Yes,B,F2,1,0,0,
10361,10155,20200225,2020-W09,Paid,61,X,Yes,B,F2,56,3,0,4.00
10362,11875,20200223,2020-W09,Paid,17,Z,Yes,G,F3,42,31,0,3.00
10365,2848,20200225,2020-W09,Unpaid,,X,No,F,F1,2,1,1,
10372,12190,20200224,2020-W09,Paid,2,W,Yes,D,S,10,8,0,3.83
10374,7380,20200223,2020-W09,Paid,1,Z,No,F,P,9,3,0,4.00
10376,15827,20200224,2020-W09,Paid,10,X,Yes,G,A2,56,1,1,
10378,21137,20200224,2020-W09,Paid,4,Z,No,D,A2,54,39,0,4.00
10390,11820,20200222,2020-W09,Paid,22,X,Yes,G,F2,9,1,0,
10393,20072,20200224,2020-W09,Paid,415,X,Yes,B,F2,4,2,0,3.00
10394,6921,20200222,2020-W09,Unpaid,,Z,No,B,F2,1,0,0,
10398,23066,20200222,2020-W09,Paid,4,Z,Yes,B,F3,37,7,0,3.27
10405,6875,20200222,2020-W09,Paid,15,Z,Yes,B,F1,42,20,0,3.00
10408,10671,20200222,2020-W09,Paid,36,Z,Yes,E,S,5,5,0,2.67
10410,5881,20200222,2020-W09,Paid,4,Z,Yes,G,F2,15,0,0,
10413,17839,20200224,2020-W09,Paid,4,Z,No,E,O,54,7,0,
10417,829,20200225,2020-W09,Paid,78,Z,No,B,O,9,2,2,
10428,17737,20200223,2020-W09,Paid,4,Z,Yes,D,S,55,9,0,
10436,9291,20200225,2020-W09,Paid,15,Z,Yes,F,O,9,6,0,3.67
10442,24682,20200224,2020-W09,Paid,98,Z,Yes,B,F2,44,28,1,
10443,9323,20200225,2020-W09,Unpaid,,Z,Yes,D,F1,2,3,3,
10454,5494,20200225,2020-W09,Cancelled,,Z,Unknown,D,F2,1,1,0,
10455,14793,20200224,2020-W09,Paid,4,W,No,G,F2,10,8,1,4.00
10458,20322,20200225,2020-W09,Paid,1,W,Yes,B,F2,6,0,0,
10465,21209,20200222,2020-W09,Paid,22,V,Yes,G,O,29,1,1,
10470,286,20200224,2020-W09,Paid,96,W,No,B,A1,35,38,1,
10471,6065,20200223,2020-W09,Paid,4,Z,Yes,D,A1,15,6,0,
10473,17872,20200222,2020-W09,Paid,15,W,Yes,F,F1,6,2,0,3.60
10474,20440,20200223,2020-W09,Paid,0,Z,Yes,F,A1,40,3,0,
10485,23761,20200224,2020-W09,Paid,4,W,Yes,E,O,37,4,0,
10487,12215,20200224,2020-W09,Paid,4,W,No,B,A1,9,4,0,
10489,16615,20200222,2020-W09,Paid,4,W,Yes,B,A1,3,1,0,2.80
10490,1969,20200222,2020-W09,Paid,1,Z,Yes,E,E,6,2,0,
10494,12116,20200225,2020-W09,Paid,1,Z,No,D,E,5,2,0,
10495,5184,20200224,2020-W09,Paid,4,W,No,G,F2,4,2,0,
10497,7066,20200222,2020-W09,Paid,415,Z,No,D,S,52,20,2,
10501,6451,20200226,2020-W09,Paid,4,Z,Yes,B,S,52,12,0,
10502,24319,20200222,2020-W09,Paid,44,W,Yes,B,F2,4,3,0,
10503,10377,20200225,2020-W09,Paid,5,X,Yes,B,P,2,0,0,3.60
10510,13390,20200226,2020-W09,Cancelled,,X,Unknown,B,S,8,4,0,
10513,13760,20200223,2020-W09,Paid,41,W,No,F,S,56,32,0,
10514,3778,20200224,2020-W09,Paid,4,Z,Yes,C,E,54,51,0,
10516,128,20200224,2020-W09,Paid,15,W,Yes,C,F1,42,32,0,
10519,4066,20200224,2020-W09,Paid,4,Z,Yes,G,F1,31,16,1,
10521,6584,20200224,2020-W09,Paid,64,W,Yes,G,F2,4,3,0,
10530,4767,20200222,2020-W09,Paid,81,Z,No,B,F2,1,0,0,
10531,21417,20200224,2020-W09,Paid,80,Z,Yes,F,F1,43,14,0,
10537,7438,20200223,2020-W09,Paid,4,W,Yes,E,F2,48,1,0,
10538,10371,20200222,2020-W09,Paid,26,Z,Yes,B,O,40,8,0,3.67
10540,6330,20200225,2020-W09,Paid,15,Z,No,D,F1,6,0,0,
10543,10026,20200222,2020-W09,Paid,22,W,Yes,B,F2,55,48,1,
10551,17121,20200222,2020-W09,Paid,32,Z,No,D,P,53,5,0,
10553,15189,20200222,2020-W09,Unpaid,,Z,No,F,P,28,3,3,
10554,21882,20200224,2020-W09,Paid,4,W,No,D,H,16,9,0,3.67
10564,17101,20200226,2020-W09,Paid,142,W,Yes,B,F2,37,22,1,3.25
10567,13310,20200225,2020-W09,Paid,456,Z,Yes,B,S,4,4,0,4.00
10569,11025,20200225,2020-W09,Paid,2,W,Yes,B,A2,3,1,0,
10572,19074,20200223,2020-W09,Paid,4,Z,No,C,F2,40,2,0,
10574,10323,20200225,2020-W09,Paid,2,Z,Yes,G,F1,6,5,0,3.36
10579,12232,20200222,2020-W09,Paid,1,Z,Yes,D,F2,2,0,0,3.40
10581,21341,20200223,2020-W09,Paid,5,Z,Yes,D,O,1,0,0,
10584,4618,20200223,2020-W09,Paid,171,W,No,F,F1,1,0,0,
10586,23925,20200223,2020-W09,Paid,456,Z,Yes,D,F1,2,0,0,
10600,16245,20200225,2020-W09,Paid,4,W,Yes,D,E,9,1,0,
10608,3116,20200224,2020-W09,Paid,70,X,Yes,D,H,1,0,0,
10616,20351,20200225,2020-W09,Paid,36,Z,Yes,F,P,3,3,3,
10617,20711,20200225,2020-W09,Paid,1,Z,Yes,B,I,13,7,0,
10624,1306,20200223,2020-W09,Paid,22,X,Yes,E,F2,6,0,0,
10627,5685,20200226,2020-W09,Paid,1,Z,Yes,F,D,28,0,0,2.33
10629,11448,20200224,2020-W09,Paid,415,Z,No,F,F1,2,0,0,
10631,24185,20200226,2020-W09,Paid,2,W,Yes,B,F3,54,4,0,
10632,23938,20200222,2020-W09,Paid,4,W,No,B,F2,2,1,0,
10633,3408,20200223,2020-W09,Paid,20,Z,Yes,F,S,16,4,1,
10644,16535,20200225,2020-W09,Paid,4,Z,Yes,F,H,46,1,0,3.75
10645,18807,20200222,2020-W09,Cancelled,,Z,Unknown,B,F3,22,13,0,
10646,41,20200225,2020-W09,Unpaid,,Z,No,D,F2,2,1,1,
10658,11739,20200222,2020-W09,Paid,1,X,Yes,G,F2,2,0,0,
10667,90,20200223,2020-W09,Paid,2,W,Yes,D,A1,1,0,0,
10671,22172,20200222,2020-W09,Paid,1,Z,Yes,G,S,5,0,0,
10681,2480,20200222,2020-W09,Paid,44,W,Yes,G,F2,5,2,0,
10682,7449,20200222,2020-W09,Paid,4,W,Yes,B,P,54,25,1,
10684,3468,20200224,2020-W09,Paid,2,W,No,F,D,38,0,0,
10687,13064,20200222,2020-W09,Unpaid,,W,No,D,F2,1,0,0,
10688,6216,20200223,2020-W09,Paid,1,Z,Yes,F,F2,48,11,0,3.40
10690,4271,20200225,2020-W09,Refunded,4,Z,Unknown,D,F2,3,1,0,3.75
10691,16070,20200224,2020-W09,Paid,4,W,Yes,B,I,24,2,0,2.00
10694,15825,20200226,2020-W09,Unpaid,,W,No,F,O,25,15,0,3.78
10695,13405,20200224,2020-W09,Paid,15,Z,No,B,F3,26,5,0,
10702,15185,20200224,2020-W09,Paid,4,Z,Yes,D,F1,53,8,0,4.00
10703,9906,20200224,2020-W09,Paid,26,Z,No,G,F1,10,4,0,
10704,4681,20200222,2020-W09,Unpaid,,W,No,F,F1,2,2,2,
10706,17584,20200223,2020-W09,Paid,1,W,Yes,G,H,3,2,0,
10707,5335,20200225,2020-W09,Paid,18,Z,Yes,F,H,56,34,0,
10709,4118,20200225,2020-W09,Paid,6,W,Yes,G,P,9,2,0,4.00
10712,9914,20200226,2020-W09,Paid,4,Z,Yes,B,F2,39,7,0,3.60
10714,4154,20200222,2020-W09,Paid,19,W,No,D,H,19,0,0,
10715,13726,20200223,2020-W09,Paid,30,Z,No,F,F2,12,6,0,
10717,24527,20200226,2020-W09,Paid,3,Z,Yes,D,F2,36,13,0,
10723,12764,20200225,2020-W09,Paid,1,Z,No,G,F2,27,13,1,
10724,20898,20200225,2020-W09,Paid,4,W,Yes,B,F2,28,16,0,
10726,9297,20200222,2020-W09,Paid,2,X,Yes,E,F2,1,0,0,
10730,18622,20200225,2020-W09,Paid,1,Z,Yes,A,S,29,0,0,3.25
10733,13180,20200222,2020-W09,Paid,4,Z,Yes,B,F2,6,0,0,
10739,11645,20200223,2020-W09,Paid,4,Z,Yes,G,S,46,16,0,
10747,23594,20200223,2020-W09,Unpaid,,Z,No,D,S,22,3,1,3.25
10757,19410,20200222,2020-W09,Paid,3,W,Yes,F,F1,28,7,0,
10759,3825,20200223,2020-W09,Paid,1,Z,Yes,F,I,20,1,0,
10774,10527,20200222,2020-W09,Paid,2,W,Yes,B,D,42,2,0,
10778,16076,20200226,2020-W09,Paid,120,X,Yes,D,F2,1,0,0,3.25
10781,5419,20200222,2020-W09,Paid,4,Z,No,F,F2,8,3,0,
10782,7576,20200224,2020-W09,Paid,4,Z,No,E,D,53,4,0,1.00
10785,5872,20200224,2020-W09,Unpaid,,Z,Yes,F,P,2,1,1,
10790,5891,20200223,2020-W09,Paid,23,Z,No,D,I,49,1,0,
10791,16335,20200223,2020-W09,Paid,94,Z,Yes,G,F1,44,3,0,
10794,21217,20200226,2020-W09,Paid,21,W,Yes,F,D,3,0,0,
10796,7625,20200222,2020-W09,Paid,78,Z,No,G,S,4,1,0,
10798,5658,20200222,2020-W09,Unpaid,,W,No,B,O,2,4,3,
10802,21288,20200226,2020-W09,Paid,4,Z,No,F,E,21,4,0,4.00
10809,3724,20200222,2020-W09,Paid,28,Z,No,D,F2,1,0,0,
10814,19006,20200224,2020-W09,Paid,4,Z,Yes,D,A1,52,29,0,3.83
10817,18164,20200222,2020-W09,Paid,4,Z,Yes,B,F1,41,22,0,3.43
10820,15717,20200222,2020-W09,Paid,4,Z,Yes,F,F1,21,0,0,4.00
10823,24135,20200222,2020-W09,Paid,49,Z,Yes,F,O,5,4,0,2.67
10826,5032,20200224,2020-W09,Paid,27,W,Yes,G,F2,47,16,0,
10827,22582,20200222,2020-W09,Paid,4,Z,Yes,E,S,52,11,0,3.44
10831,23764,20200222,2020-W09,Paid,1,W,Yes,G,O,36,3,0,4.00
10839,17334,20200222,2020-W09,Paid,2,W,No,B,F2,2,0,0,
10844,12187,20200222,2020-W09,Paid,31,W,No,E,F2,2,1,1,
10856,18256,20200224,2020-W09,Paid,4,Z,Yes,G,S,46,31,0,
10857,18111,20200225,2020-W09,Paid,1,Z,Yes,G,F1,33,6,0,
10858,20580,20200224,2020-W09,Paid,1,X,Yes,B,O,1,0,0,
10860,1699,20200222,2020-W09,Paid,4,W,Yes,F,F2,3,2,0,
10874,10160,20200226,2020-W09,Paid,4,Z,Yes,B,F2,47,33,0,
10878,8224,20200225,2020-W09,Paid,18,W,Yes,F,F2,1,0,0,
10879,12008,20200225,2020-W09,Paid,1,Z,No,B,F2,4,1,0,3.67
10884,22830,20200223,2020-W09,Paid,415,W,No,G,O,2,0,0,
10888,22110,20200224,2020-W09,Paid,22,X,Yes,B,F2,2,1,0,
10889,18234,20200222,2020-W09,Paid,4,Z,No,F,H,14,11,0,
10890,17426,20200225,2020-W09,Paid,22,Z,Yes,B,F1,52,41,1,4.00
10894,8094,20200223,2020-W09,Paid,1,Z,No,F,F1,40,2,0,
10896,14473,20200222,2020-W09,Paid,3,Z,Yes,F,F2,53,16,0,3.67
10898,14958,20200225,2020-W09,Paid,1,Z,No,D,P,5,1,0,
10908,6696,20200222,2020-W09,Paid,4,W,Yes,B,F1,7,3,0,
10909,16639,20200222,2020-W09,Paid,1,W,Yes,B,P,5,0,0,
10913,17433,20200223,2020-W09,Paid,4,W,Yes,D,S,54,16,0,3.00
10914,9058,20200222,2020-W09,Paid,2,W,Yes,D,F2,17,2,0,
10933,21004,20200222,2020-W09,Paid,22,Z,Yes,D,F2,3,0,0,
10934,15612,20200224,2020-W09,Paid,3,W,Yes,G,F2,7,1,0,
10937,15022,20200226,2020-W09,Paid,4,W,Yes,B,F2,1,1,0,
10941,2226,20200224,2020-W09,Paid,3,W,Yes,E,P,19,0,0,
10942,5914,20200224,2020-W09,Paid,4,W,Yes,B,F2,3,0,0,
10945,7831,20200222,2020-W09,Paid,415,W,Yes,F,D,7,1,1,
10957,8845,20200225,2020-W09,Paid,25,Z,Yes,F,F2,4,1,0,
10961,11427,20200226,2020-W09,Paid,4,W,No,F,F2,49,2,0,
10970,18615,20200222,2020-W09,Paid,19,W,Yes,F,F1,13,4,0,3.46
10971,13763,20200226,2020-W09,Paid,1,W,Yes,F,I,2,1,0,
10976,24295,20200226,2020-W09,Paid,15,W,Yes,B,F1,4,5,0,
10978,15088,20200223,2020-W09,Paid,25,Z,Unknown,F,F2,36,18,1,3.33
10988,9633,20200224,2020-W09,Paid,4,W,Yes,G,P,44,2,0,
10995,21681,20200223,2020-W09,Paid,4,Z,Yes,F,F1,46,13,0,
10996,20305,20200223,2020-W09,Paid,4,Z,Yes,F,S,47,6,0,
10997,20738,20200224,2020-W09,Paid,8,Z,Yes,B,O,50,22,0,3.67
10998,7790,20200224,2020-W09,Paid,1,Z,Yes,B,H,1,0,0,
11000,6799,20200222,2020-W09,Paid,4,Z,No,D,F2,45,21,0,
11005,19190,20200225,2020-W09,Paid,116,Z,Yes,F,S,13,5,1,
11014,3035,20200224,2020-W09,Paid,4,W,Yes,B,F1,42,6,0,
11023,23666,20200222,2020-W09,Paid,1,X,No,F,H,2,0,0,
11025,17982,20200222,2020-W09,Cancelled,,X,Unknown,D,F2,6,0,0,3.83
11028,18928,20200223,2020-W09,Paid,5,Z,No,E,F2,1,0,0,4.00
11035,8003,20200225,2020-W09,Paid,4,Z,Yes,F,F1,7,0,0,
11040,9145,20200222,2020-W09,Paid,415,X,No,F,O,1,1,1,
11041,14398,20200223,2020-W09,Paid,5,Z,Yes,F,F2,8,4,0,3.00
11043,1577,20200225,2020-W09,Paid,4,Z,Yes,G,F2,27,25,0,
11046,15312,20200226,2020-W09,Paid,15,Z,Yes,F,A1,15,2,2,4.00
11052,3596,20200224,2020-W09,Paid,4,W,Yes,B,F2,3,0,0,
11057,19092,20200222,2020-W09,Paid,2,Z,Yes,G,F1,19,7,0,3.83
11072,21135,20200224,2020-W09,Paid,1,W,Yes,F,P,38,15,0,3.35
11075,2533,20200223,2020-W09,Paid,0,X,Yes,D,A1,20,9,1,3.00
11077,16346,20200226,2020-W09,Paid,4,Z,Yes,B,S,3,0,0,
11079,7844,20200223,2020-W09,Paid,1,Z,Yes,G,F2,27,1,0,
11089,7243,20200222,2020-W09,Paid,4,Z,Yes,D,F2,4,0,0,
11091,14297,20200222,2020-W09,Paid,49,Z,No,G,F2,1,0,0,
11092,13727,20200224,2020-W09,Paid,174,Z,No,D,F1,5,0,0,
11093,9411,20200223,2020-W09,Paid,4,Z,Yes,F,F2,52,1,0,4.00
11094,8513,20200223,2020-W09,Cancelled,,X,Unknown,F,F1,1,0,0,
11095,22027,20200225,2020-W09,Paid,4,W,Yes,A,D,54,5,0,3.64
11096,11285,20200226,2020-W09,Paid,3,Z,No,D,F2,5,0,0,4.00
11097,2622,20200224,2020-W09,Paid,119,W,Yes,F,H,5,1,0,
11099,12282,20200223,2020-W09,Paid,2,Z,Yes,F,H,7,3,0,
11110,800,20200224,2020-W09,Unpaid,,Z,Yes,B,F3,15,8,0,4.00
11114,12293,20200223,2020-W09,Paid,3,Z,Yes,G,O,3,1,0,3.80
11117,23673,20200226,2020-W09,Paid,23,Z,No,B,F1,10,2,1,
11119,5728,20200222,2020-W09,Paid,23,Z,Yes,F,D,12,0,0,
11121,8144,20200222,2020-W09,Paid,4,W,Yes,B,F1,10,3,0,3.60
11127,10647,20200222,2020-W09,Paid,7,W,Yes,B,S,24,18,0,
11131,23394,20200224,2020-W09,Paid,1,W,Yes,E,A2,12,0,0,
11138,18957,20200222,2020-W09,Paid,4,W,No,F,H,8,6,0,
11154,24141,20200223,2020-W09,Paid,1,Z,Yes,E,F2,27,9,0,
11162,8977,20200223,2020-W09,Paid,2,Z,Yes,D,I,10,2,0,
11165,3945,20200225,2020-W09,Unpaid,,Z,No,D,F1,4,3,0,
11167,5883,20200223,2020-W09,Paid,4,Z,Yes,F,H,27,4,0,
11171,4843,20200224,2020-W09,Paid,4,W,Yes,B,E,2,1,0,
11173,24654,20200226,2020-W09,Unpaid,,W,No,D,P,26,19,2,4.00
11174,9163,20200222,2020-W09,Paid,1,Z,Yes,D,F2,2,0,0,3.67
11175,1130,20200226,2020-W09,Paid,6,Z,Yes,D,I,5,3,1,4.00
11179,16865,20200222,2020-W09,Paid,4,Z,No,B,P,2,0,0,
11184,2318,20200222,2020-W09,Paid,4,Z,Yes,B,A1,49,34,0,3.75
11186,5243,20200224,2020-W09,Paid,66,Z,Yes,F,F1,42,12,0,
11189,6670,20200223,2020-W09,Paid,15,Z,No,F,F1,45,9,3,
11190,14209,20200222,2020-W09,Paid,160,Z,No,E,F2,4,1,1,3.40
11201,16849,20200224,2020-W09,Paid,5,Z,Yes,F,F3,49,0,0,
11204,8043,20200225,2020-W09,Paid,13,X,Yes,F,E,18,2,0,4.00
11208,16309,20200222,2020-W09,Paid,5,W,Yes,F,I,37,0,0,
11215,4941,20200225,2020-W09,Paid,4,Z,No,D,P,4,2,0,
11218,16342,20200224,2020-W09,Paid,1,W,No,F,F2,2,1,1,3.80
11221,6681,20200225,2020-W09,Paid,4,W,Yes,G,F2,9,8,1,
11226,17963,20200226,2020-W09,Paid,16,Z,Yes,D,F1,49,19,1,
11228,7516,20200222,2020-W09,Paid,4,Z,Yes,D,A2,4,3,0,2.67
11229,15945,20200222,2020-W09,Paid,18,Z,Yes,B,F2,2,1,0,
11230,4127,20200225,2020-W09,Paid,1,Z,No,F,A2,1,0,0,
11233,4662,20200222,2020-W09,Paid,15,Z,Yes,E,E,9,5,0,2.33
11235,24486,20200223,2020-W09,Paid,2,Z,Yes,F,F1,15,0,0,
11236,24241,20200225,2020-W09,Paid,8,W,Yes,G,A1,10,4,0,3.79
11238,20551,20200222,2020-W09,Cancelled,,W,Unknown,D,S,2,2,0,4.00
11239,6491,20200225,2020-W09,Paid,4,W,Yes,G,S,48,20,0,3.21
11244,2078,20200222,2020-W09,Cancelled,,X,Unknown,F,F2,1,0,0,
11248,19674,20200222,2020-W09,Paid,1,W,No,F,F3,11,0,0,
11249,20584,20200224,2020-W09,Paid,12,Z,Yes,B,F1,3,1,0,
11251,7810,20200223,2020-W09,Cancelled,,X,Unknown,D,H,1,0,0,
11253,16618,20200222,2020-W09,Paid,223,X,Yes,G,F2,26,9,0,3.00
11254,20492,20200222,2020-W09,Paid,1,Z,Yes,D,F1,1,0,0,
11256,16937,20200225,2020-W09,Paid,4,Z,Yes,D,F2,32,14,0,3.60
11263,4094,20200222,2020-W09,Paid,4,Z,Yes,D,F2,22,8,0,1.00
11267,12317,20200222,2020-W09,Paid,1,Z,No,D,F1,1,1,1,
11274,17035,20200224,2020-W09,Paid,2,W,Yes,B,F2,2,2,0,
11278,9391,20200222,2020-W09,Paid,143,Z,Yes,B,S,29,42,2,3.00
11280,17331,20200224,2020-W09,Unpaid,,W,No,D,S,1,0,0,
11281,12226,20200223,2020-W09,Paid,1,Z,Yes,B,I,11,2,0,4.00
11285,15241,20200223,2020-W09,Paid,125,X,No,B,H,22,10,0,
11287,10587,20200223,2020-W09,Paid,1,Z,Yes,G,H,1,0,0,
11298,22812,20200226,2020-W09,Paid,4,Z,Yes,B,F2,46,6,0,
11299,9421,20200222,2020-W09,Paid,22,W,Yes,F,F1,6,4,0,
11300,1970,20200224,2020-W09,Paid,2,Z,Yes,D,F3,48,16,0,3.50
11302,19747,20200225,2020-W09,Paid,1,W,Yes,B,S,2,0,0,
11303,12913,20200222,2020-W09,Cancelled,,X,Unknown,G,H,27,1,0,
11304,3367,20200226,2020-W09,Paid,4,Z,Yes,B,H,11,2,0,2.00
11306,22083,20200222,2020-W09,Paid,3,Z,Yes,E,F3,20,18,0,3.00
11307,13047,20200225,2020-W09,Paid,1,W,Yes,D,P,9,4,0,
11309,19692,20200224,2020-W09,Unpaid,,Z,No,D,O,2,0,0,
11311,13349,20200224,2020-W09,Paid,1,W,No,B,F2,1,1,0,3.25
11317,19955,20200223,2020-W09,Paid,2,Z,Yes,F,F2,38,19,1,3.53
11319,7272,20200222,2020-W09,Unpaid,,Z,No,B,F2,1,0,0,
11321,7228,20200222,2020-W09,Paid,164,Z,No,B,I,25,7,0,
11327,2463,20200225,2020-W09,Paid,1,Z,Yes,F,F2,25,11,0,3.63
11330,14707,20200222,2020-W09,Paid,1,Z,Yes,B,F2,4,0,0,
11335,5771,20200224,2020-W09,Paid,1,Z,Yes,D,F2,6,1,0,3.63
11344,11248,20200226,2020-W09,Paid,4,Z,Yes,B,F1,5,2,0,
11351,17833,20200222,2020-W09,Paid,1,W,Yes,F,S,2,0,0,
11352,17476,20200224,2020-W09,Paid,5,W,Yes,B,P,1,0,0,
11355,16025,20200224,2020-W09,Paid,4,Z,Yes,F,O,8,2,0,
11358,11967,20200222,2020-W09,Paid,15,X,Yes,G,O,12,1,0,
11361,17713,20200224,2020-W09,Paid,4,W,Yes,B,A2,51,1,0,
11362,12657,20200224,2020-W09,Unpaid,,Z,Yes,D,F2,9,8,1,
11364,5332,20200224,2020-W09,Paid,4,Z,Yes,F,F2,42,2,0,2.00
11370,20515,20200225,2020-W09,Paid,40,Z,Yes,F,F3,34,6,0,
11378,24201,20200223,2020-W09,Paid,4,W,No,F,S,29,4,0,3.33
11379,24596,20200226,2020-W09,Paid,4,Z,No,D,P,6,2,0,
11382,12071,20200223,2020-W09,Paid,4,Z,Yes,D,F2,23,0,0,
11383,15229,20200222,2020-W09,Paid,9,W,Yes,F,A2,15,0,0,4.00
11384,6106,20200226,2020-W09,Paid,2,Z,No,D,A2,4,0,0,
11386,2456,20200222,2020-W09,Paid,2,Z,Yes,F,A1,15,11,0,
11389,23159,20200225,2020-W09,Paid,161,Z,No,G,P,37,11,0,
11395,17360,20200224,2020-W09,Paid,4,Z,Yes,D,F1,15,16,0,3.75
11397,4295,20200223,2020-W09,Paid,88,Z,Yes,F,F2,38,16,0,3.33
11400,5122,20200224,2020-W09,Paid,78,X,Yes,E,H,40,0,0,
11404,20992,20200225,2020-W09,Paid,143,Z,Yes,F,F2,12,5,0,3.25
11405,2262,20200222,2020-W09,Paid,1,Z,No,F,H,4,1,0,
11407,19135,20200224,2020-W09,Paid,4,Z,Yes,F,I,18,6,1,4.00
11409,8970,20200225,2020-W09,Paid,2,Z,Yes,B,H,21,0,0,3.00
11412,10756,20200224,2020-W09,Paid,155,W,No,G,F2,5,1,1,
11418,782,20200222,2020-W09,Unpaid,,W,Yes,D,F1,6,5,1,
11419,21732,20200224,2020-W09,Paid,2,W,No,F,H,3,1,0,
11421,5995,20200225,2020-W09,Paid,0,W,Yes,F,F1,1,0,0,
11422,13931,20200224,2020-W09,Paid,4,Z,Yes,D,F1,2,0,0,
11424,12576,20200222,2020-W09,Paid,4,Z,No,D,F2,4,0,0,
11429,6564,20200224,2020-W09,Paid,1,W,Yes,G,F1,10,0,0,4.00
11430,407,20200222,2020-W09,Paid,15,Z,Yes,G,F1,19,11,0,
11432,8599,20200225,2020-W09,Paid,12,W,No,B,F2,4,0,0,
11437,11189,20200222,2020-W09,Paid,4,W,Yes,G,F1,4,1,0,
11441,23391,20200225,2020-W09,Paid,4,W,No,B,F2,42,19,0,
11446,10558,20200222,2020-W09,Paid,225,Z,Yes,D,A1,12,13,1,
11447,21423,20200222,2020-W09,Paid,25,Z,Yes,F,P,22,19,0,
11450,1137,20200223,2020-W09,Unpaid,,W,Yes,E,F1,3,3,0,
11452,100,20200223,2020-W09,Unpaid,,W,No,F,F2,4,2,0,3.67
11453,18642,20200225,2020-W09,Unpaid,,Z,No,D,F2,1,0,0,
11456,2695,20200223,2020-W09,Paid,250,W,Yes,G,A2,42,41,1,4.00
11460,21212,20200223,2020-W09,Paid,1,Z,Yes,D,F1,13,1,0,
11461,14015,20200225,2020-W09,Unpaid,,Z,Yes,D,S,4,1,1,
11462,7072,20200223,2020-W09,Paid,1,X,Yes,F,F2,1,1,0,
11469,3294,20200223,2020-W09,Paid,15,Z,Yes,D,F2,45,2,0,3.67
11472,5879,20200223,2020-W09,Paid,42,Z,No,D,H,25,14,0,
11474,857,20200223,2020-W09,Paid,114,X,No,G,F1,18,5,1,
11478,17449,20200224,2020-W09,Paid,4,X,Yes,D,F2,1,0,0,3.00
11481,3032,20200222,2020-W09,Paid,23,Z,No,B,H,13,1,0,
11484,16991,20200224,2020-W09,Paid,4,W,Yes,F,F1,6,1,0,
11487,11701,20200226,2020-W09,Paid,1,Z,Yes,B,H,1,0,0,2.00
11493,19359,20200222,2020-W09,Paid,25,Z,Yes,B,S,37,33,0,3.17
11495,5774,20200226,2020-W09,Unpaid,,W,No,F,S,7,2,0,
11499,11324,20200225,2020-W09,Paid,23,Z,Yes,B,S,26,4,0,
11501,4248,20200222,2020-W09,Paid,5,Z,No,F,S,46,0,0,3.69
11502,2428,20200225,2020-W09,Paid,1,W,Yes,B,E,19,7,1,4.00
11504,9916,20200222,2020-W09,Paid,8,W,No,G,F2,29,1,1,
11505,6933,20200223,2020-W09,Paid,6,X,Yes,D,O,42,4,0,4.00
11515,7694,20200223,2020-W09,Paid,37,W,Yes,F,H,18,15,3,
11518,19637,20200226,2020-W09,Paid,18,W,Yes,F,D,4,1,0,
11519,21244,20200222,2020-W09,Paid,1,W,Yes,B,F1,1,0,0,
11521,17337,20200223,2020-W09,Paid,4,W,Yes,F,D,33,2,0,
11523,6525,20200226,2020-W09,Paid,16,X,Yes,F,F2,3,0,0,
11526,5446,20200223,2020-W09,Paid,1,W,Yes,F,S,8,1,0,
11529,17986,20200226,2020-W09,Paid,11,X,Yes,D,S,2,1,1,
11531,21016,20200222,2020-W09,Paid,23,W,No,F,P,44,0,0,
11533,2790,20200222,2020-W09,Paid,1,Z,Yes,E,F1,2,1,0,
11541,3086,20200222,2020-W09,Refunded,1,Z,Yes,F,F2,4,0,0,3.25
11542,16205,20200222,2020-W09,Paid,1,W,Yes,G,F1,4,3,0,2.80
11546,7350,20200222,2020-W09,Paid,2,Z,Yes,B,A2,2,1,0,4.00
11548,13371,20200225,2020-W09,Paid,4,Z,Yes,B,O,29,11,0,4.00
11552,15999,20200225,2020-W09,Paid,4,Z,Yes,D,P,42,16,0,4.00
11554,14671,20200225,2020-W09,Paid,149,Z,Yes,B,D,38,10,0,3.73
11556,11236,20200224,2020-W09,Paid,4,Z,No,E,F2,13,3,0,
11558,20094,20200224,2020-W09,Paid,1,Z,No,D,F2,12,4,0,
