customer_id,order_number,delivery_date,delivery_week,final_payment_status,time_to_pay,payment_method,custom_meal_selection,state,channel,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,avg_recipe_rating
6843,8449,20200210,2020-W07,Paid,97,Z,No,E,I,5,2,1,3.38
6844,15506,20200210,2020-W07,Paid,1,X,Yes,D,S,1,0,0,3.00
6848,3315,20200210,2020-W07,Paid,2,Z,Yes,B,H,11,2,0,
6853,15096,20200208,2020-W07,Paid,12,W,Yes,D,H,4,1,1,
6856,7429,20200208,2020-W07,Paid,81,Z,No,F,H,3,1,0,
6858,24522,20200210,2020-W07,Paid,5,Z,Yes,B,O,44,11,0,
6861,9141,20200209,2020-W07,Paid,26,Z,Yes,F,F2,64,44,0,
6863,18870,20200210,2020-W07,Paid,2,W,Yes,B,O,10,9,0,2.75
6870,8137,20200209,2020-W07,Paid,1,Z,Yes,D,S,2,1,0,3.33
6871,13974,20200211,2020-W07,Paid,8,Z,No,F,F2,4,0,0,3.00
6873,23213,20200208,2020-W07,Paid,23,Z,No,F,H,59,3,0,
6876,10930,20200210,2020-W07,Paid,188,W,Yes,B,F1,7,3,0,
6877,696,20200210,2020-W07,Paid,97,W,No,D,H,25,4,0,
6881,153,20200212,2020-W07,Paid,37,Z,Yes,F,E,19,0,0,
6891,2957,20200208,2020-W07,Paid,1,W,No,F,F2,4,0,0,
6893,18666,20200208,2020-W07,Paid,5,Z,Yes,G,I,63,9,0,
6894,5780,20200211,2020-W07,Paid,25,W,Yes,F,F2,18,1,0,
6895,21403,20200208,2020-W07,Paid,5,Z,No,B,F1,18,7,0,
6903,16117,20200208,2020-W07,Paid,1,Z,Yes,D,S,22,0,0,
6904,8386,20200209,2020-W07,Paid,5,Z,No,B,A1,6,0,0,4.00
6906,20091,20200209,2020-W07,Paid,2,Z,Yes,B,A1,10,0,0,
6907,23722,20200209,2020-W07,Paid,2,W,Yes,G,P,8,5,0,
6908,10869,20200208,2020-W07,Unpaid,,Z,Yes,G,A1,11,6,0,
6910,12516,20200208,2020-W07,Paid,5,W,No,F,F1,22,2,0,
6919,8488,20200210,2020-W07,Paid,5,Z,Yes,G,F2,7,0,0,3.38
6927,15669,20200208,2020-W07,Paid,15,Z,No,D,P,14,11,0,4.00
6931,19334,20200208,2020-W07,Cancelled,,X,Unknown,F,S,11,2,0,3.80
6933,21192,20200211,2020-W07,Paid,47,X,No,D,F2,12,0,0,
6934,4566,20200209,2020-W07,Paid,20,Z,Yes,G,F2,55,16,0,
6940,2057,20200209,2020-W07,Paid,1,X,Yes,D,H,1,0,0,
6942,10649,20200212,2020-W07,Refunded,1,W,Yes,D,E,30,8,0,3.08
6944,11519,20200208,2020-W07,Unpaid,,X,Yes,B,F1,4,3,0,
6945,5138,20200211,2020-W07,Paid,15,Z,Yes,B,D,38,2,0,
6947,1272,20200210,2020-W07,Paid,1,W,Yes,F,O,33,33,1,4.00
6955,12195,20200210,2020-W07,Paid,15,Z,Yes,G,F2,1,0,0,
6957,11068,20200210,2020-W07,Paid,463,W,No,B,I,2,0,0,
6965,15763,20200208,2020-W07,Paid,1,W,Yes,B,S,61,10,0,2.75
6967,12701,20200209,2020-W07,Paid,5,Z,Yes,G,D,63,10,0,
6968,3394,20200210,2020-W07,Paid,15,Z,Yes,F,F2,8,0,0,4.00
6971,8805,20200210,2020-W07,Paid,5,W,Yes,G,O,8,4,0,
6976,15594,20200208,2020-W07,Paid,3,X,Yes,E,S,19,2,0,
6977,10231,20200210,2020-W07,Paid,15,Z,Yes,G,S,68,11,0,
6979,7914,20200212,2020-W07,Paid,33,X,Yes,B,H,10,4,1,3.44
6980,476,20200208,2020-W07,Paid,818,Z,Yes,F,F3,4,1,0,
6981,18114,20200208,2020-W07,Paid,1,Z,Yes,G,H,3,0,0,
6982,1287,20200209,2020-W07,Paid,5,W,Yes,D,I,43,10,0,
6983,13708,20200210,2020-W07,Paid,197,Z,Yes,F,O,16,7,0,
6984,5838,20200210,2020-W07,Paid,13,X,Yes,F,F1,20,1,0,
6985,775,20200208,2020-W07,Paid,0,Z,Yes,F,F2,49,13,0,
6988,13875,20200209,2020-W07,Paid,163,Z,Yes,D,O,1,1,1,
6992,13262,20200210,2020-W07,Paid,70,Z,Yes,F,I,71,40,1,
6996,21746,20200208,2020-W07,Paid,47,W,No,G,F1,1,0,0,
6998,19336,20200209,2020-W07,Paid,5,W,Yes,D,F2,27,13,0,
6999,2047,20200209,2020-W07,Paid,5,Z,Yes,F,H,16,3,0,
7000,17871,20200208,2020-W07,Paid,15,W,No,G,F1,11,0,0,
7001,2818,20200210,2020-W07,Paid,1,Z,No,D,O,47,3,0,
7002,21490,20200209,2020-W07,Paid,5,Z,Yes,G,F2,8,2,0,
7012,6023,20200209,2020-W07,Paid,2,Z,Yes,F,F2,19,3,0,
7016,4993,20200208,2020-W07,Cancelled,,Z,Unknown,E,F2,1,0,0,
7020,15098,20200211,2020-W07,Paid,4,W,Yes,F,I,1,0,0,
7022,17690,20200211,2020-W07,Paid,2,W,No,B,O,58,2,0,
7036,1012,20200208,2020-W07,Paid,1,W,Yes,G,F2,2,1,0,
7041,4274,20200208,2020-W07,Paid,6,W,Yes,D,I,56,49,0,3.67
7043,24192,20200209,2020-W07,Paid,5,Z,Yes,B,D,57,0,0,
7047,22448,20200211,2020-W07,Paid,195,Z,No,F,F2,16,8,1,4.00
7049,2327,20200210,2020-W07,Paid,145,Z,Yes,B,D,4,1,0,
7050,2639,20200212,2020-W07,Paid,5,X,Yes,F,H,0,0,0,
7051,2366,20200210,2020-W07,Paid,3,Z,Yes,B,F2,2,1,0,3.33
7062,9547,20200210,2020-W07,Paid,5,W,Yes,B,S,78,14,0,
7066,16666,20200208,2020-W07,Paid,5,Z,Yes,D,S,65,21,0,
7074,17545,20200211,2020-W07,Paid,1,Z,Yes,D,F1,3,0,0,
7075,7679,20200209,2020-W07,Paid,5,Z,Yes,F,F2,69,53,1,2.77
7078,2726,20200209,2020-W07,Paid,2,Z,Yes,G,F3,10,5,0,
7079,10691,20200210,2020-W07,Paid,6,Z,Yes,D,O,1,0,0,3.60
7081,512,20200209,2020-W07,Paid,1,Z,No,G,F2,76,3,0,3.50
7083,18143,20200210,2020-W07,Paid,1,Z,No,D,I,31,5,0,
7093,13513,20200208,2020-W07,Paid,15,W,No,D,I,14,4,0,2.50
7094,22536,20200208,2020-W07,Paid,23,Z,No,B,I,76,33,0,
7095,6176,20200208,2020-W07,Paid,1,Z,Yes,E,F1,12,0,0,3.00
7098,24209,20200209,2020-W07,Paid,2,Z,No,F,I,1,0,0,4.00
7099,15823,20200209,2020-W07,Paid,1,W,Yes,D,S,18,0,0,3.71
7105,4266,20200211,2020-W07,Paid,27,X,Yes,G,S,42,27,0,3.44
7109,988,20200208,2020-W07,Paid,101,W,Yes,D,S,38,3,0,
7110,3424,20200211,2020-W07,Paid,16,X,No,B,F2,5,2,0,
7111,5506,20200208,2020-W07,Unpaid,,W,No,B,E,10,2,2,4.00
7120,19857,20200209,2020-W07,Unpaid,,W,Unknown,D,A2,17,0,0,4.00
7124,22231,20200208,2020-W07,Paid,5,W,Yes,F,S,11,0,0,
7129,1185,20200209,2020-W07,Paid,1,W,Yes,G,F2,73,0,0,
7145,3260,20200210,2020-W07,Paid,22,W,Yes,G,S,19,8,1,
7147,8257,20200212,2020-W07,Paid,5,Z,No,B,O,70,1,0,1.67
7151,24285,20200211,2020-W07,Paid,1,X,Yes,F,H,8,0,0,
7154,14953,20200209,2020-W07,Paid,5,Z,Yes,G,S,55,4,0,
7155,16470,20200208,2020-W07,Paid,63,Z,Yes,B,F2,46,27,0,
7156,15687,20200208,2020-W07,Paid,5,Z,Yes,G,O,7,1,0,4.00
7161,3306,20200208,2020-W07,Paid,2,Z,Yes,E,A1,73,7,0,3.50
7162,12068,20200208,2020-W07,Paid,5,Z,Yes,G,F2,50,12,0,
7167,3738,20200211,2020-W07,Paid,5,X,No,B,O,67,1,1,2.50
7171,21754,20200209,2020-W07,Paid,3,Z,Yes,G,P,18,9,0,3.67
7172,4079,20200209,2020-W07,Paid,5,W,No,F,F2,39,21,0,
7173,15460,20200211,2020-W07,Paid,7,Z,Yes,D,F2,1,0,0,4.00
7182,11931,20200208,2020-W07,Unpaid,,W,No,F,F2,3,2,2,
7183,22036,20200210,2020-W07,Paid,1,W,Yes,D,E,2,0,0,
7185,20686,20200209,2020-W07,Paid,2,W,Yes,G,S,70,1,0,
7187,6039,20200212,2020-W07,Paid,1,X,Yes,D,H,2,0,0,4.00
7192,17527,20200211,2020-W07,Paid,43,Z,No,B,F2,54,24,1,3.00
7194,12386,20200209,2020-W07,Paid,6,Z,Yes,C,O,4,1,0,
7196,7489,20200210,2020-W07,Unpaid,,W,Yes,B,F2,4,1,1,
7198,2702,20200210,2020-W07,Paid,2,Z,Yes,F,F2,15,5,0,3.82
7199,10319,20200209,2020-W07,Paid,463,W,Yes,D,F2,59,28,3,3.50
7215,17707,20200210,2020-W07,Paid,1,W,Yes,F,D,6,0,0,
7216,12337,20200209,2020-W07,Paid,504,Z,No,G,D,51,0,0,3.80
7223,7501,20200209,2020-W07,Paid,52,Z,Yes,E,P,64,47,1,
7224,898,20200209,2020-W07,Paid,54,W,No,G,F3,3,0,0,
7226,9403,20200209,2020-W07,Paid,5,Z,Yes,G,O,65,2,0,
7227,20597,20200211,2020-W07,Paid,163,Z,Yes,A,F2,31,8,0,
7230,20566,20200209,2020-W07,Paid,5,W,Yes,F,S,11,9,0,3.75
7234,16540,20200210,2020-W07,Paid,15,Z,No,D,F2,10,3,1,
7235,8184,20200210,2020-W07,Paid,5,W,Yes,D,O,74,41,1,3.00
7240,1014,20200212,2020-W07,Paid,5,Z,Yes,B,F1,75,5,0,4.00
7241,24340,20200208,2020-W07,Paid,2,W,No,F,E,3,1,0,
7242,12684,20200210,2020-W07,Paid,8,W,Yes,D,E,30,19,0,3.00
7243,14088,20200210,2020-W07,Paid,29,W,Yes,B,A1,35,6,0,3.50
7244,5784,20200210,2020-W07,Paid,19,W,Yes,F,F2,4,2,1,
7247,18516,20200212,2020-W07,Paid,5,W,Yes,F,F2,10,2,0,
7249,2325,20200210,2020-W07,Unpaid,,Z,Yes,F,F2,1,0,0,
7250,10196,20200209,2020-W07,Paid,67,X,Yes,G,F1,19,3,0,3.50
7253,11265,20200210,2020-W07,Paid,2,W,Yes,F,F2,2,1,0,3.67
7257,17339,20200211,2020-W07,Paid,5,Z,Yes,D,F2,37,11,0,
7265,17493,20200211,2020-W07,Paid,22,W,Yes,F,S,3,2,0,
7275,16153,20200211,2020-W07,Paid,1,Z,No,B,F2,1,0,0,
7280,12126,20200208,2020-W07,Paid,5,V,Yes,D,A1,70,9,0,3.23
7286,16387,20200209,2020-W07,Paid,15,Z,No,G,F3,1,0,0,
7293,6461,20200212,2020-W07,Paid,416,Z,Yes,B,H,8,2,0,
7295,17728,20200209,2020-W07,Paid,5,W,Yes,F,O,33,30,1,
7298,16564,20200208,2020-W07,Paid,1,Z,No,F,F2,5,1,0,
7299,17460,20200208,2020-W07,Paid,5,Z,Yes,B,F2,73,11,0,
7303,1686,20200212,2020-W07,Paid,416,Z,No,B,S,24,14,0,3.00
7306,11090,20200209,2020-W07,Paid,15,W,Yes,F,A1,71,40,0,
7314,231,20200210,2020-W07,Paid,22,W,No,B,F1,7,3,0,
7316,18581,20200209,2020-W07,Paid,39,X,Yes,D,F2,1,0,0,
7317,23467,20200210,2020-W07,Paid,1,Z,Yes,G,H,22,8,0,
7320,12389,20200209,2020-W07,Unpaid,,Z,Yes,F,F2,5,0,0,
7322,22298,20200208,2020-W07,Paid,145,X,Yes,F,I,4,0,0,
7324,7242,20200210,2020-W07,Paid,5,W,Yes,G,P,8,3,0,
7325,6881,20200210,2020-W07,Paid,5,W,Yes,D,F2,19,2,0,
7330,20026,20200210,2020-W07,Paid,1,W,Yes,B,F1,15,0,0,
7331,13367,20200212,2020-W07,Paid,22,X,Yes,B,F1,5,0,0,
7333,341,20200208,2020-W07,Cancelled,,X,Unknown,F,F1,1,4,0,
7336,18718,20200208,2020-W07,Paid,30,Z,Yes,G,F1,67,48,2,
7341,18448,20200210,2020-W07,Paid,19,Z,Yes,D,F2,73,4,0,4.00
7342,16571,20200211,2020-W07,Paid,2,Z,Yes,A,O,13,0,0,
7350,14558,20200212,2020-W07,Paid,15,W,No,F,F2,14,9,0,3.75
7358,4723,20200208,2020-W07,Paid,1,W,Yes,E,F2,4,0,0,
7359,16555,20200211,2020-W07,Paid,168,Z,No,G,F2,21,17,1,3.70
7363,13445,20200208,2020-W07,Paid,15,Z,Yes,B,F1,5,5,3,4.00
7372,6677,20200208,2020-W07,Paid,1,X,No,F,H,1,0,0,
7373,2837,20200209,2020-W07,Paid,1,X,Yes,G,P,2,0,0,
7374,20550,20200211,2020-W07,Paid,1,W,No,F,F2,2,0,0,
7376,2431,20200209,2020-W07,Paid,5,W,Yes,F,H,4,2,0,
7380,3855,20200210,2020-W07,Paid,2,W,Yes,A,A1,3,1,0,3.67
7382,4454,20200209,2020-W07,Paid,131,W,No,G,F2,4,2,0,
7384,22619,20200211,2020-W07,Paid,61,Z,Yes,B,F2,20,2,0,
7391,23804,20200209,2020-W07,Paid,5,W,No,D,F1,13,10,1,3.75
7392,12026,20200208,2020-W07,Paid,1,Z,No,G,O,16,4,0,3.44
7396,16172,20200209,2020-W07,Paid,82,W,No,G,D,4,1,0,
7397,21354,20200208,2020-W07,Paid,1,Z,Yes,D,F2,5,2,0,
7398,8256,20200211,2020-W07,Paid,68,Z,No,B,F2,1,0,0,
7399,22446,20200208,2020-W07,Paid,5,Z,Yes,B,F2,44,10,0,3.33
7400,14005,20200211,2020-W07,Paid,1,W,Yes,F,H,11,0,0,
7401,15350,20200208,2020-W07,Paid,23,X,No,B,F3,10,0,0,
7405,14296,20200208,2020-W07,Paid,5,Z,Yes,F,F2,4,3,0,
7407,10443,20200208,2020-W07,Paid,51,W,Yes,G,F2,10,6,1,
7409,511,20200210,2020-W07,Paid,463,W,No,F,F2,2,0,0,
7419,11617,20200210,2020-W07,Paid,5,Z,Yes,D,H,65,11,0,
7422,4626,20200210,2020-W07,Paid,1,Z,Yes,D,H,1,0,0,
7427,15961,20200209,2020-W07,Paid,15,W,Yes,F,A2,63,21,0,3.67
7429,5266,20200208,2020-W07,Paid,54,W,Yes,D,H,4,0,0,
7434,23021,20200211,2020-W07,Paid,1,Z,Yes,B,H,16,2,0,
7439,860,20200210,2020-W07,Paid,5,W,Yes,G,F3,64,8,0,3.75
7443,784,20200210,2020-W07,Paid,1,W,Yes,E,P,65,12,0,
7445,15031,20200209,2020-W07,Paid,15,W,Yes,G,F1,19,1,0,4.00
7447,14007,20200211,2020-W07,Paid,1,W,No,B,O,66,1,0,3.00
7453,2205,20200211,2020-W07,Paid,5,W,Yes,B,O,9,5,0,
7456,1135,20200210,2020-W07,Unpaid,,Z,No,D,F2,1,0,0,
7457,11949,20200208,2020-W07,Paid,1,W,No,B,A2,46,1,0,
7458,6514,20200210,2020-W07,Cancelled,,Z,Unknown,G,F1,24,8,0,
7461,8128,20200210,2020-W07,Paid,5,Z,Yes,B,D,39,5,0,
7462,17327,20200208,2020-W07,Paid,5,W,No,B,F2,18,10,1,
7467,11633,20200208,2020-W07,Paid,13,Z,No,B,F2,1,0,0,
7468,5816,20200210,2020-W07,Paid,87,V,No,G,F2,1,0,0,
7472,7534,20200211,2020-W07,Paid,10,Z,Yes,G,D,2,0,0,
7474,8095,20200210,2020-W07,Paid,46,Z,Yes,D,D,63,38,3,
7476,16994,20200212,2020-W07,Unpaid,,W,Yes,D,H,0,1,1,
7480,16612,20200209,2020-W07,Paid,5,Z,Yes,F,F2,17,14,0,2.90
7481,21900,20200210,2020-W07,Unpaid,,W,Yes,B,I,8,3,1,
7484,23196,20200211,2020-W07,Paid,5,Z,Yes,B,I,51,7,0,
7485,3042,20200208,2020-W07,Paid,32,Z,Yes,D,F1,3,0,0,
7486,3980,20200208,2020-W07,Paid,87,Z,No,E,F1,6,1,0,
7490,3329,20200208,2020-W07,Paid,209,W,No,F,I,3,0,0,3.60
7491,19723,20200208,2020-W07,Paid,1,W,Yes,B,A2,22,6,0,2.87
7498,4732,20200208,2020-W07,Paid,3,W,Yes,G,F2,3,2,0,
7500,1180,20200209,2020-W07,Unpaid,,Z,Yes,D,P,19,12,1,
7504,15682,20200209,2020-W07,Paid,1,Z,Yes,E,F2,5,0,0,
7506,18500,20200212,2020-W07,Paid,3,Z,No,B,S,0,0,0,
7507,8709,20200208,2020-W07,Paid,74,X,Yes,D,F2,1,0,0,
7515,14102,20200208,2020-W07,Paid,1,X,Yes,F,I,34,1,0,
7516,20675,20200210,2020-W07,Paid,24,W,Yes,E,F2,36,37,0,
7517,5386,20200208,2020-W07,Paid,1,Z,Yes,B,F2,3,0,0,
7518,2092,20200209,2020-W07,Paid,5,W,Yes,B,F3,67,8,0,
7523,14780,20200209,2020-W07,Paid,127,Z,Yes,D,F2,3,1,0,
7526,13519,20200208,2020-W07,Cancelled,,X,Unknown,B,S,3,0,0,
7530,10358,20200208,2020-W07,Paid,5,W,Yes,F,F2,11,7,1,3.00
7531,2367,20200208,2020-W07,Paid,140,Z,No,D,I,1,0,0,
7532,23440,20200210,2020-W07,Paid,2,X,Yes,D,H,8,0,0,
7533,21841,20200208,2020-W07,Unpaid,,Z,No,B,F2,3,0,0,
7541,21688,20200212,2020-W07,Paid,1,Z,Yes,F,P,47,3,0,1.00
7542,12044,20200210,2020-W07,Paid,5,Z,Yes,A,F2,51,42,0,
7543,8913,20200208,2020-W07,Paid,53,W,No,G,O,1,0,0,
7545,13115,20200211,2020-W07,Paid,5,W,No,B,P,10,3,0,
7549,14776,20200209,2020-W07,Paid,5,W,Yes,G,F1,58,23,0,
7550,4260,20200209,2020-W07,Paid,5,Z,Yes,B,F2,59,22,0,3.00
7554,23211,20200211,2020-W07,Paid,5,W,Yes,B,O,13,2,0,
7555,21757,20200208,2020-W07,Paid,4,Z,Yes,B,O,26,19,0,3.20
7556,22887,20200209,2020-W07,Paid,5,Z,No,D,S,21,15,0,3.50
7559,2031,20200210,2020-W07,Paid,5,Z,Yes,D,F2,49,3,0,3.80
7561,20790,20200208,2020-W07,Paid,1,W,Yes,G,F1,2,0,0,
7571,16814,20200211,2020-W07,Paid,26,W,No,B,D,68,0,0,
7575,8706,20200209,2020-W07,Paid,3,W,Yes,G,F2,65,9,0,
7577,18804,20200211,2020-W07,Paid,43,W,Yes,A,P,2,0,0,
7578,13790,20200211,2020-W07,Paid,2,W,Yes,B,F2,1,0,0,
7583,22933,20200212,2020-W07,Paid,5,Z,Yes,F,F2,3,2,0,2.60
7586,9230,20200210,2020-W07,Paid,1,W,Yes,F,I,1,0,0,
7588,1285,20200208,2020-W07,Unpaid,,W,No,D,F2,2,1,1,
7597,17192,20200208,2020-W07,Cancelled,,W,Unknown,F,F2,1,1,0,
7609,6223,20200210,2020-W07,Paid,15,Z,Yes,G,F1,33,3,0,
7610,8767,20200210,2020-W07,Paid,15,Z,Yes,E,F2,29,22,0,3.71
7611,17901,20200211,2020-W07,Paid,5,Z,Yes,D,P,11,6,0,3.67
7617,594,20200209,2020-W07,Paid,5,Z,Yes,F,O,35,1,0,
7618,15768,20200210,2020-W07,Paid,1,W,No,F,F3,37,9,0,
7619,23763,20200208,2020-W07,Paid,5,W,No,B,F2,7,2,0,
7623,10530,20200210,2020-W07,Paid,1,W,Yes,D,F1,6,0,0,
7624,583,20200212,2020-W07,Paid,4,W,Yes,B,F3,5,4,0,2.00
7629,11426,20200208,2020-W07,Unpaid,,W,No,B,D,23,6,1,
7632,1465,20200210,2020-W07,Paid,1,Z,Yes,B,F3,63,11,0,
7635,4891,20200208,2020-W07,Paid,1,X,Yes,G,F1,9,0,0,
7636,19096,20200210,2020-W07,Refunded,2,W,Yes,F,D,3,0,0,3.44
7637,18184,20200208,2020-W07,Cancelled,,X,Unknown,D,S,1,5,0,
7639,16256,20200211,2020-W07,Paid,22,Z,Yes,F,S,55,19,1,
7641,23738,20200210,2020-W07,Paid,5,Z,Yes,F,O,29,14,0,
7646,23990,20200210,2020-W07,Paid,15,W,No,F,H,1,0,0,
7649,17861,20200209,2020-W07,Paid,1,W,No,D,I,1,0,0,
7655,487,20200212,2020-W07,Paid,15,W,Yes,B,E,19,5,0,
7658,23810,20200209,2020-W07,Paid,36,W,No,F,F2,4,2,0,
7662,23411,20200208,2020-W07,Unpaid,,W,No,G,H,6,0,0,2.67
7666,20063,20200208,2020-W07,Paid,5,Z,Yes,F,S,20,0,0,3.65
7670,5932,20200208,2020-W07,Paid,120,Z,No,B,F2,16,5,1,
7672,24068,20200208,2020-W07,Paid,22,Z,Yes,B,S,18,0,0,3.00
7677,3553,20200209,2020-W07,Paid,15,X,No,F,S,6,1,0,
7679,11821,20200208,2020-W07,Paid,1,W,Yes,B,O,7,0,0,2.71
7688,17879,20200209,2020-W07,Paid,1,Z,No,G,F1,5,1,0,
7689,11404,20200209,2020-W07,Unpaid,,W,No,D,D,26,4,0,
7690,1901,20200209,2020-W07,Paid,5,Z,Yes,F,S,52,2,0,
7693,21990,20200212,2020-W07,Paid,1,Z,Yes,D,E,0,0,0,4.00
7694,1424,20200210,2020-W07,Paid,4,W,No,D,H,1,1,0,
7697,14248,20200208,2020-W07,Paid,5,W,Yes,B,F3,46,21,1,
7698,13286,20200211,2020-W07,Paid,5,W,Yes,B,F2,68,12,0,
7700,22508,20200211,2020-W07,Paid,38,W,Yes,F,H,14,0,0,3.00
7701,10545,20200211,2020-W07,Cancelled,,Z,Unknown,G,S,2,0,0,
7702,5205,20200210,2020-W07,Paid,1,Z,No,G,H,71,9,0,
7705,9324,20200210,2020-W07,Paid,463,Z,No,D,F2,1,0,0,
7710,2648,20200212,2020-W07,Paid,23,Z,Yes,B,F1,13,3,1,2.00
7711,14027,20200208,2020-W07,Paid,2,W,Yes,B,F2,5,0,0,
7713,1186,20200211,2020-W07,Paid,5,Z,No,F,F2,70,14,0,3.86
7714,17523,20200210,2020-W07,Paid,3,Z,Yes,D,F2,2,1,0,4.00
7718,18434,20200211,2020-W07,Paid,5,Z,Yes,D,F2,23,13,0,3.30
7719,736,20200210,2020-W07,Paid,440,W,Yes,G,F2,1,0,0,
7721,9270,20200209,2020-W07,Paid,5,Z,Yes,C,O,20,2,0,
7725,146,20200211,2020-W07,Paid,5,Z,Yes,F,F2,44,31,0,
7727,9311,20200209,2020-W07,Paid,409,Z,No,G,F2,2,1,0,
7740,20244,20200212,2020-W07,Paid,1,X,No,B,E,0,0,0,
7744,20250,20200211,2020-W07,Paid,5,Z,Yes,G,S,6,1,0,
7746,23199,20200209,2020-W07,Paid,33,Z,Yes,F,F1,36,16,0,3.44
7749,12290,20200211,2020-W07,Paid,1,Z,Yes,B,F1,2,0,0,
7750,13384,20200211,2020-W07,Paid,39,W,Yes,F,H,3,0,0,
7757,14382,20200209,2020-W07,Paid,463,W,No,B,F1,12,8,0,
7758,15356,20200208,2020-W07,Unpaid,,Z,No,B,F1,1,1,0,
7761,23361,20200210,2020-W07,Paid,23,W,Yes,F,A2,9,2,0,
7763,20040,20200208,2020-W07,Paid,1,Z,Yes,B,F2,2,1,0,
7769,15859,20200208,2020-W07,Paid,5,Z,No,B,F2,1,0,0,
7773,2750,20200209,2020-W07,Paid,1,W,No,G,D,25,5,0,
7780,13968,20200210,2020-W07,Paid,47,Z,Yes,B,F1,26,4,0,
7794,24483,20200209,2020-W07,Paid,134,W,No,B,D,31,1,0,
7796,4387,20200209,2020-W07,Paid,2,Z,Yes,F,F1,8,6,0,
7797,15924,20200209,2020-W07,Paid,5,W,No,F,F1,55,49,0,
7800,11885,20200208,2020-W07,Paid,1,W,Yes,F,F2,25,2,0,
7803,9875,20200208,2020-W07,Cancelled,,X,Unknown,A,O,0,0,0,
7804,13292,20200210,2020-W07,Paid,5,Z,Yes,B,I,51,19,0,
7805,1883,20200210,2020-W07,Unpaid,,X,No,D,H,3,2,2,
7806,15893,20200209,2020-W07,Paid,127,Z,No,D,O,2,1,1,
7807,9100,20200208,2020-W07,Cancelled,,Z,Unknown,B,F2,3,1,0,
7808,9911,20200208,2020-W07,Other,,Y,Unknown,B,D,4,0,0,
7809,23010,20200212,2020-W07,Paid,1,Z,Yes,F,F2,14,6,0,3.80
7813,7845,20200208,2020-W07,Unpaid,,W,No,B,F2,3,2,1,
7816,6820,20200208,2020-W07,Paid,209,W,Yes,B,S,60,21,0,4.00
7826,5943,20200208,2020-W07,Paid,2,Z,Yes,D,S,53,56,0,
7830,3381,20200210,2020-W07,Paid,5,W,Yes,G,S,66,27,0,4.00
7834,21158,20200211,2020-W07,Paid,102,Z,No,G,F3,16,0,0,
7836,19138,20200210,2020-W07,Paid,164,Z,Yes,B,I,4,3,0,4.00
7839,529,20200210,2020-W07,Paid,632,X,Yes,G,F2,1,0,0,
7844,21376,20200208,2020-W07,Paid,47,W,Yes,D,I,15,0,0,
7849,16621,20200209,2020-W07,Paid,2,Z,Yes,G,D,16,5,1,4.00
7850,6131,20200209,2020-W07,Paid,22,Z,Yes,F,F2,34,3,0,3.50
7852,4385,20200208,2020-W07,Paid,2,Z,No,B,F3,14,14,0,
7854,10174,20200209,2020-W07,Unpaid,,W,Yes,G,F2,10,9,1,
7857,23432,20200208,2020-W07,Paid,5,W,Yes,F,F2,35,23,0,
7862,12888,20200212,2020-W07,Paid,5,Z,No,D,E,0,0,0,
7863,23098,20200211,2020-W07,Paid,5,W,Yes,B,A2,63,7,0,
7865,19260,20200211,2020-W07,Cancelled,,X,Unknown,D,O,1,0,0,
7871,4527,20200210,2020-W07,Paid,23,Z,Yes,F,F2,63,20,0,4.00
7873,9263,20200208,2020-W07,Paid,1,Z,Yes,G,S,26,2,0,
7874,8756,20200208,2020-W07,Paid,29,W,Yes,D,F2,9,5,0,
7884,20370,20200208,2020-W07,Paid,18,W,Yes,D,O,3,0,0,
7894,7456,20200211,2020-W07,Paid,4,W,Yes,B,S,71,41,0,
7899,20802,20200208,2020-W07,Paid,2,Z,Yes,D,F2,67,13,0,3.15
7900,11410,20200208,2020-W07,Paid,1,W,Yes,G,F2,3,1,0,
7903,16784,20200209,2020-W07,Paid,5,W,Yes,B,O,39,5,0,4.00
7906,21049,20200211,2020-W07,Paid,15,Z,Yes,G,O,62,6,0,4.00
7907,20467,20200212,2020-W07,Paid,223,Z,Yes,F,I,5,1,1,3.67
7908,923,20200210,2020-W07,Paid,1,Z,Yes,F,O,28,2,0,3.00
7921,20519,20200209,2020-W07,Paid,5,W,Yes,G,S,62,25,0,
7923,20823,20200210,2020-W07,Paid,2,W,Yes,D,F1,53,27,0,3.00
7927,11842,20200212,2020-W07,Paid,26,Z,No,B,F1,3,1,1,
7931,6453,20200210,2020-W07,Unpaid,,Z,No,B,F2,2,2,2,3.67
7933,11257,20200210,2020-W07,Paid,2,W,Yes,F,F1,46,11,0,
7937,14285,20200208,2020-W07,Unpaid,,Z,Yes,D,F1,1,0,0,
7941,23283,20200209,2020-W07,Paid,1,Z,Yes,G,H,23,3,0,3.92
7945,6038,20200211,2020-W07,Paid,22,Z,Yes,G,F1,4,0,0,
7947,3529,20200211,2020-W07,Cancelled,,X,Unknown,D,F2,1,1,0,
7958,16190,20200211,2020-W07,Paid,26,Z,No,G,F2,3,0,0,
7962,10503,20200209,2020-W07,Paid,5,Z,Yes,G,F2,69,1,0,
7964,6515,20200211,2020-W07,Paid,1,W,Yes,F,A1,27,6,0,3.50
7967,11092,20200208,2020-W07,Paid,2,W,Yes,D,F1,4,0,0,
7971,9217,20200210,2020-W07,Paid,5,W,Yes,E,F2,17,13,0,
7973,6030,20200212,2020-W07,Paid,5,W,Yes,B,S,9,2,0,
